# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e9_sxy_0_sxz_0_syz_0/Ta/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 43.35364663865312
# strain stress
0.0000000000e+00 0.0000000000e+00
1.1109490575e-04 4.9964699675e-01
3.1113712829e-04 -9.4096825773e-02
5.1121936327e-04 3.5195209685e-01
7.1134161870e-04 5.7746587457e-01
9.1150390259e-04 -2.3458375990e-01
1.1117062229e-03 7.1776512638e-01
1.3119485877e-03 4.1992540878e-01
1.5122310050e-03 3.2441885248e-02
1.7125534828e-03 8.5672421731e-01
1.9129160291e-03 2.1212462015e-01
2.1133186519e-03 3.2550898281e-01
2.3137613592e-03 8.3435610824e-01
2.5142441591e-03 2.2862031637e-01
2.7147670596e-03 5.4816683612e-01
2.9153300686e-03 7.6077192348e-01
3.1159331943e-03 1.5486873963e-01
3.3165764446e-03 9.4979856900e-01
3.5172598275e-03 5.6168115810e-01
3.7179833512e-03 3.0221915978e-01
3.9187470235e-03 1.1055035669e+00
4.1195508527e-03 4.2299338027e-01
4.3203948466e-03 6.4038619761e-01
4.5212790133e-03 1.0962938629e+00
4.7222033608e-03 3.3244753099e-01
4.9231678973e-03 9.6107824236e-01
5.1241726307e-03 9.3730649993e-01
5.3252175690e-03 5.0925329675e-01
5.5263027204e-03 1.1595793225e+00
5.7274280928e-03 8.0678195184e-01
5.9285936943e-03 7.1867252815e-01
6.1297995330e-03 1.2460571655e+00
6.3310456168e-03 6.4304958199e-01
6.5323319539e-03 9.7981767599e-01
6.7336585523e-03 1.2712889030e+00
6.9350254200e-03 6.0685592729e-01
7.1364325651e-03 1.3673804267e+00
7.3378799957e-03 1.0205339756e+00
7.5393677198e-03 8.2775353512e-01
7.7408957455e-03 1.4650608083e+00
7.9424640808e-03 9.1226595395e-01
8.1440727338e-03 1.2002472746e+00
8.3457217126e-03 1.3787819475e+00
8.5474110252e-03 9.4295616836e-01
8.7491406797e-03 1.4641230830e+00
8.9509106841e-03 1.2909716207e+00
9.1527210466e-03 1.0435410656e+00
9.3545717753e-03 1.5960334908e+00
9.5564628780e-03 1.1798856012e+00
9.7583943631e-03 1.3372130361e+00
9.9603662385e-03 1.6541635715e+00
1.0162378512e-02 1.1238504444e+00
1.0364431193e-02 1.6529067220e+00
1.0566524287e-02 1.3920359697e+00
1.0768657805e-02 1.3947991869e+00
1.0970831753e-02 1.6862834947e+00
1.1173046140e-02 1.3582582418e+00
1.1375300974e-02 1.6605102411e+00
1.1577596263e-02 1.5890193133e+00
1.1779932016e-02 1.4979357267e+00
1.1982308239e-02 1.7541690437e+00
1.2184724942e-02 1.6092890554e+00
1.2387182132e-02 1.6563964439e+00
1.2589679817e-02 1.8212343576e+00
1.2792218006e-02 1.5929411720e+00
1.2994796707e-02 1.8559083254e+00
1.3197415928e-02 1.7280710403e+00
1.3400075676e-02 1.7655667117e+00
1.3602775961e-02 1.9727148049e+00
1.3805516789e-02 1.6955898281e+00
1.4008298170e-02 1.9037942391e+00
1.4211120111e-02 1.9699949220e+00
1.4413982621e-02 1.8220618869e+00
1.4616885707e-02 2.0716788679e+00
1.4819829378e-02 1.8900034014e+00
1.5022813641e-02 1.8857437022e+00
1.5225838506e-02 2.2304670996e+00
1.5428903980e-02 1.8701824935e+00
1.5632010070e-02 2.1022277241e+00
1.5835156786e-02 2.1325284641e+00
1.6038344136e-02 1.9576932618e+00
1.6241572127e-02 2.2515687934e+00
1.6444840767e-02 2.0613720976e+00
1.6648150066e-02 2.0907483321e+00
1.6851500030e-02 2.3652551189e+00
1.7054890668e-02 2.1478490613e+00
1.7258321989e-02 2.2947745559e+00
1.7461794000e-02 2.3827728089e+00
1.7665306709e-02 2.1285572172e+00
1.7868860125e-02 2.4924878021e+00
1.8072454256e-02 2.2615184854e+00
1.8276089110e-02 2.2904330650e+00
1.8479764694e-02 2.4880030763e+00
1.8683481018e-02 2.2405745337e+00
1.8887238090e-02 2.5968370478e+00
1.9091035916e-02 2.4500767330e+00
1.9294874507e-02 2.3690648233e+00
1.9498753869e-02 2.6636739616e+00
1.9702674011e-02 2.4359508021e+00
1.9906634941e-02 2.5919546911e+00
2.0110636668e-02 2.7309734219e+00
2.0314679198e-02 2.4217461337e+00
2.0518762542e-02 2.8131516013e+00
2.0722886706e-02 2.5731353518e+00
2.0927051699e-02 2.5452406300e+00
2.1131257530e-02 2.9802063062e+00
2.1335504205e-02 2.4598651554e+00
2.1539791734e-02 2.8917830177e+00
2.1744120125e-02 2.8789067029e+00
2.1948489385e-02 2.5450201316e+00
2.2152899523e-02 3.1066865880e+00
2.2357350547e-02 2.7382393594e+00
2.2561842466e-02 2.8039339449e+00
2.2766375287e-02 3.1164709868e+00
2.2970949019e-02 2.7245087463e+00
2.3175563669e-02 3.1130313352e+00
2.3380219247e-02 2.9129520477e+00
2.3584915760e-02 2.9774107470e+00
2.3789653216e-02 3.1860005499e+00
2.3994431624e-02 2.7855844696e+00
2.4199250991e-02 3.2605164054e+00
2.4404111327e-02 3.1062795300e+00
2.4609012639e-02 2.9668359611e+00
2.4813954935e-02 3.4028909879e+00
2.5018938223e-02 2.9249648583e+00
2.5223962513e-02 3.3382960505e+00
2.5429027811e-02 3.2901880612e+00
2.5634134127e-02 3.0306570029e+00
2.5839281468e-02 3.5273875816e+00
2.6044469842e-02 3.0657340601e+00
2.6249699258e-02 3.3428260666e+00
2.6454969724e-02 3.4514346068e+00
2.6660281249e-02 3.2468368442e+00
2.6865633840e-02 3.6212592402e+00
2.7071027505e-02 3.3707401027e+00
2.7276462253e-02 3.3916827663e+00
2.7481938093e-02 3.7020283570e+00
2.7687455031e-02 3.1844142399e+00
2.7893013077e-02 3.7576136460e+00
2.8098612239e-02 3.5005639409e+00
2.8304252525e-02 3.4647255902e+00
2.8509933943e-02 3.7592691805e+00
2.8715656501e-02 3.4777138494e+00
2.8921420208e-02 3.7525953541e+00
2.9127225072e-02 3.8017383247e+00
2.9333071101e-02 3.5184320971e+00
2.9538958303e-02 3.9550822823e+00
2.9744886687e-02 3.6146922239e+00
2.9950856261e-02 3.7791678345e+00
