# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e11_sxy_0_sxz_0_syz_0/W/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 40.90866517768696
# strain stress
0.0000000000e+00 0.0000000000e+00
4.0131848425e-03 5.4869844671e-01
2.4295596581e-02 6.8629188533e+00
4.4987740215e-02 1.3038984703e+01
6.6097892879e-02 1.8943614077e+01
8.7634498915e-02 2.3101991774e+01
1.0960617325e-01 2.6531375716e+01
1.3202170485e-01 2.8213180828e+01
1.5489006023e-01 2.5963171113e+01
1.7822038703e-01 1.7544807584e+01
2.0202201770e-01 1.0460913851e+01
2.2630447320e-01 5.2929871770e+00
