# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e11_sxy_0_sxz_0_syz_0/Ta/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 43.21185335037282
# strain stress
0.0000000000e+00 0.0000000000e+00
1.7375106868e-03 4.8349837390e-01
2.1973950758e-02 2.4411078369e+00
4.2619194035e-02 4.7615002170e+00
6.3681498893e-02 7.7372063102e+00
8.5169290532e-02 1.0200224328e+01
1.0709116436e-01 1.3118020223e+01
1.2945588941e-01 1.4567459215e+01
1.5227241188e-01 1.4799145458e+01
1.7554985867e-01 1.1407245767e+01
1.9929754108e-01 7.9200305864e+00
2.2352495851e-01 5.5049871165e+00
