# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e10_sxy_0_sxz_0_syz_0/Cu/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 43.84596286789885
# strain stress
0.0000000000e+00 0.0000000000e+00
1.3063453593e-03 9.5858327667e-02
3.3109619984e-03 1.9887544560e-01
5.3195918828e-03 4.7126827392e-01
7.3322430468e-03 5.8752004985e-01
9.3489235412e-03 7.9130561174e-01
1.1369641433e-02 9.4089773698e-01
1.3394404804e-02 1.0239507021e+00
1.5423221754e-02 1.3311621045e+00
1.7456100399e-02 1.4486402944e+00
1.9493048869e-02 1.6016085049e+00
2.1534075313e-02 1.7217847684e+00
2.3579187894e-02 1.7993333218e+00
2.5628394794e-02 1.8833388661e+00
2.7681704209e-02 2.0013068813e+00
2.9739124351e-02 2.1226860491e+00
3.1800663452e-02 2.3354164754e+00
3.3866329757e-02 2.5936593208e+00
3.5936131528e-02 2.8743946498e+00
3.8010077045e-02 3.0872864184e+00
4.0088174604e-02 3.4156794116e+00
4.2170432517e-02 3.6904184031e+00
4.4256859113e-02 3.8431692819e+00
4.6347462738e-02 3.9591757349e+00
4.8442251755e-02 4.1649725467e+00
5.0541234541e-02 4.2114096626e+00
5.2644419494e-02 4.3260342504e+00
5.4751815026e-02 4.4189358465e+00
5.6863429567e-02 4.5649144795e+00
5.8979271563e-02 4.7951942109e+00
6.1099349477e-02 4.9187972302e+00
6.3223671790e-02 5.1262537042e+00
6.5352247000e-02 5.3402961983e+00
6.7485083619e-02 5.5720048923e+00
6.9622190181e-02 5.7974753909e+00
7.1763575232e-02 5.9254918861e+00
7.3909247340e-02 6.1878212470e+00
7.6059215085e-02 6.4483263880e+00
7.8213487069e-02 6.6798047526e+00
8.0372071909e-02 6.8021721992e+00
8.2534978238e-02 6.9738585066e+00
8.4702214709e-02 7.0423337410e+00
8.6873789989e-02 7.2007892789e+00
8.9049712767e-02 7.2116528245e+00
9.1229991745e-02 7.2672421806e+00
9.3414635644e-02 7.4985417676e+00
9.5603653203e-02 7.4777435254e+00
9.7797053178e-02 7.3228098218e+00
9.9994844343e-02 6.6305298938e+00
1.0219703549e-01 5.6501741815e+00
1.0440363542e-01 4.0919425243e+00
1.0661465298e-01 3.0372459028e+00
1.0883009699e-01 2.7356711160e+00
1.1104997632e-01 2.2118658278e+00
1.1327429986e-01 2.2706520156e+00
1.1550307649e-01 2.5671718006e+00
1.1773631514e-01 2.9674089576e+00
1.1997402473e-01 3.2237164366e+00
1.2221621422e-01 3.5756745346e+00
1.2446289258e-01 3.7559590512e+00
1.2671406879e-01 3.8803729008e+00
1.2896975186e-01 3.7991842968e+00
1.3122995081e-01 4.3721302697e+00
1.3349467468e-01 4.5936329907e+00
1.3576393253e-01 5.6148880266e+00
1.3803773344e-01 6.1717114127e+00
1.4031608650e-01 6.3115758839e+00
1.4259900082e-01 6.3962689449e+00
1.4488648555e-01 6.6518903177e+00
1.4717854982e-01 6.7225775009e+00
1.4947520281e-01 7.2402996179e+00
1.5177645370e-01 7.5176657613e+00
1.5408231169e-01 7.6858352884e+00
1.5639278602e-01 7.7296579219e+00
1.5870788592e-01 7.8743376460e+00
1.6102762065e-01 8.2093315594e+00
1.6335199950e-01 8.4299796675e+00
1.6568103175e-01 8.5432478318e+00
1.6801472674e-01 8.9950487445e+00
1.7035309378e-01 9.0803030082e+00
1.7269614223e-01 9.2120517201e+00
1.7504388147e-01 9.3944027844e+00
1.7739632089e-01 9.4194128902e+00
1.7975346990e-01 9.5689658248e+00
1.8211533792e-01 9.6554310370e+00
1.8448193440e-01 9.7986913365e+00
1.8685326881e-01 9.6137516589e+00
1.8922935064e-01 9.1867734376e+00
1.9161018939e-01 7.1700150673e+00
1.9399579457e-01 4.3448144284e+00
1.9638617575e-01 3.5175689264e+00
1.9878134247e-01 3.1257455442e+00
2.0118130431e-01 2.6666340361e+00
2.0358607089e-01 2.4029188680e+00
2.0599565181e-01 2.3672212792e+00
2.0841005671e-01 2.9619233492e+00
2.1082929526e-01 3.3844820616e+00
2.1325337712e-01 3.4919402263e+00
2.1568231200e-01 3.7804558993e+00
2.1811610961e-01 3.8139214355e+00
2.2055477969e-01 4.1317412171e+00
