# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e9_sxy_0_sxz_0_syz_0/Ni/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 42.34697808025738
# strain stress
0.0000000000e+00 0.0000000000e+00
4.3477434282e-05 -3.6474133043e-02
2.4350613197e-04 6.7517902913e-02
4.4357483940e-04 1.2227117689e-01
6.4368356458e-04 1.6142682631e-01
8.4383231550e-04 2.3622373546e-01
1.0440211002e-03 2.9499591477e-01
1.2442499266e-03 3.0963800621e-01
1.4445188028e-03 3.3800515385e-01
1.6448277368e-03 3.6845296093e-01
1.8451767366e-03 4.4971717160e-01
2.0455658102e-03 4.3183586647e-01
2.2459949656e-03 4.0998546971e-01
2.4464642108e-03 4.5922586927e-01
2.6469735539e-03 4.1652877906e-01
2.8475230029e-03 3.3294025143e-01
3.0481125658e-03 3.3844402228e-01
3.2487422506e-03 3.4137622606e-01
3.4494120654e-03 2.8449975377e-01
3.6501220181e-03 2.6724721254e-01
3.8508721169e-03 2.4515487961e-01
4.0516623696e-03 2.9665479950e-01
4.2524927845e-03 2.3721642806e-01
4.4533633694e-03 2.0878209893e-01
4.6542741325e-03 1.5484018606e-01
4.8552250818e-03 2.7087670449e-01
5.0562162252e-03 3.1432528172e-01
5.2572475709e-03 3.4753994818e-01
5.4583191269e-03 5.4873588447e-01
5.6594309013e-03 5.7972672819e-01
5.8605829020e-03 6.9787746890e-01
6.0617751371e-03 7.2059045413e-01
6.2630076147e-03 8.2272941906e-01
6.4642803428e-03 8.1563921431e-01
6.6655933295e-03 8.9961539485e-01
6.8669465829e-03 9.1137660534e-01
7.0683401109e-03 1.0083981214e+00
7.2697739216e-03 1.0726459742e+00
7.4712480231e-03 1.0793692924e+00
7.6727624235e-03 9.9803165125e-01
7.8743171308e-03 9.5284633898e-01
8.0759121530e-03 9.7178457872e-01
8.2775474983e-03 9.5148667676e-01
8.4792231747e-03 8.9011232562e-01
8.6809391903e-03 8.4552991675e-01
8.8826955531e-03 8.5633175094e-01
9.0844922712e-03 8.3085924370e-01
9.2863293527e-03 8.4682703081e-01
9.4882068056e-03 7.4010982993e-01
9.6901246381e-03 7.2651620004e-01
9.8920828582e-03 7.2105004001e-01
1.0094081474e-02 8.1904728625e-01
1.0296120493e-02 8.3037949242e-01
1.0498199925e-02 9.7813612443e-01
1.0700319776e-02 9.0981251472e-01
1.0902480055e-02 1.1152624947e+00
1.1104680771e-02 1.1326563890e+00
1.1306921930e-02 1.3335371408e+00
1.1509203542e-02 1.3207398031e+00
1.1711525615e-02 1.4038026369e+00
1.1913888155e-02 1.4456017740e+00
1.2116291173e-02 1.4143947305e+00
1.2318734674e-02 1.3991402835e+00
1.2521218669e-02 1.4332828083e+00
1.2723743165e-02 1.4589888204e+00
1.2926308169e-02 1.3993702696e+00
1.3128913691e-02 1.4939331156e+00
1.3331559737e-02 1.4136940143e+00
1.3534246317e-02 1.4735213679e+00
1.3736973438e-02 1.4713645171e+00
1.3939741109e-02 1.3874014289e+00
1.4142549338e-02 1.4119915628e+00
1.4345398132e-02 1.4738290722e+00
1.4548287500e-02 1.4283266960e+00
1.4751217449e-02 1.5407407355e+00
1.4954187989e-02 1.5639862090e+00
1.5157199127e-02 1.4867726687e+00
1.5360250872e-02 1.4601398082e+00
1.5563343230e-02 1.4857670216e+00
1.5766476212e-02 1.6199238391e+00
1.5969649824e-02 1.5905188190e+00
1.6172864074e-02 1.7017471749e+00
1.6376118972e-02 1.7629813173e+00
1.6579414525e-02 1.7527644951e+00
1.6782750740e-02 1.8913773698e+00
1.6986127628e-02 1.8847674630e+00
