# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e10_sxy_0_sxz_0_syz_0/Al/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 40.53271471964371
# strain stress
0.0000000000e+00 0.0000000000e+00
1.3421837288e-04 7.6227266522e-02
2.1364884122e-03 3.1935672803e-01
4.1427669989e-03 4.1877114731e-01
6.1530621579e-03 4.9941255892e-01
8.1673819306e-03 5.1236276445e-01
1.0185734374e-02 7.7891805389e-01
1.2208127562e-02 1.0682520627e+00
1.4234569584e-02 1.2344629816e+00
1.6265068545e-02 1.3716114676e+00
1.8299632568e-02 1.4009161106e+00
2.0338269791e-02 1.4324847952e+00
2.2380988368e-02 1.5311571453e+00
2.4427796470e-02 1.8603859994e+00
2.6478702286e-02 1.9231641627e+00
2.8533714017e-02 2.0590982919e+00
3.0592839884e-02 2.1948236862e+00
3.2656088125e-02 2.1952781236e+00
3.4723466991e-02 2.2495411204e+00
3.6794984752e-02 2.4245296938e+00
3.8870649694e-02 2.6216427978e+00
4.0950470121e-02 2.7053657471e+00
4.3034454351e-02 2.8560859439e+00
4.5122610720e-02 2.7841046971e+00
4.7214947581e-02 2.7982099125e+00
4.9311473303e-02 3.0655636914e+00
5.1412196272e-02 3.0972440907e+00
5.3517124892e-02 3.2085229771e+00
5.5626267581e-02 3.3323112690e+00
5.7739632777e-02 3.2945789651e+00
5.9857228933e-02 3.3566556185e+00
6.1979064519e-02 3.5084381621e+00
6.4105148023e-02 3.6813318231e+00
6.6235487949e-02 3.7625077204e+00
6.8370092818e-02 3.7329005456e+00
7.0508971169e-02 3.7262297887e+00
7.2652131557e-02 3.6889067558e+00
7.4799582555e-02 3.8812060697e+00
7.6951332754e-02 4.0478213524e+00
7.9107390758e-02 4.0159512853e+00
8.1267765194e-02 4.0023543102e+00
8.3432464703e-02 4.0412803609e+00
8.5601497942e-02 4.1199922932e+00
8.7774873589e-02 4.2620487496e+00
8.9952600337e-02 4.3692897837e+00
9.2134686897e-02 4.3966300975e+00
9.4321141997e-02 4.2582130938e+00
9.6511974383e-02 4.3572599387e+00
9.8707192819e-02 4.4287335673e+00
1.0090680608e-01 4.5914660091e+00
1.0311082298e-01 4.5757631723e+00
1.0531925232e-01 4.5392557805e+00
1.0753210294e-01 4.5939040631e+00
1.0974938368e-01 4.6632745915e+00
1.1197110343e-01 4.7502305830e+00
1.1419727106e-01 4.6735242501e+00
1.1642789549e-01 4.7664832045e+00
1.1866298562e-01 4.7840752649e+00
1.2090255041e-01 4.8504935776e+00
1.2314659881e-01 4.9379183406e+00
1.2539513980e-01 5.0424345877e+00
1.2764818237e-01 5.0670499384e+00
1.2990573554e-01 5.0381063391e+00
1.3216780833e-01 4.9762393094e+00
1.3443440979e-01 5.1661471884e+00
1.3670554899e-01 5.2603940858e+00
1.3898123502e-01 5.2066867331e+00
1.4126147697e-01 5.1141664807e+00
1.4354628397e-01 5.1773413924e+00
1.4583566515e-01 5.1822770647e+00
1.4812962968e-01 5.1837897201e+00
1.5042818673e-01 5.2575139231e+00
1.5273134550e-01 5.2683722299e+00
1.5503911519e-01 5.1664315709e+00
1.5735150504e-01 4.9530634312e+00
1.5966852430e-01 4.8320266671e+00
1.6199018223e-01 4.8422676949e+00
1.6431648812e-01 4.4974446347e+00
1.6664745129e-01 4.3343002428e+00
1.6898308104e-01 4.1660727272e+00
1.7132338673e-01 3.9997246406e+00
1.7366837771e-01 3.9690663321e+00
1.7601806337e-01 4.0224191464e+00
1.7837245310e-01 3.9279905398e+00
1.8073155632e-01 3.8484704122e+00
1.8309538247e-01 3.8702059712e+00
1.8546394101e-01 3.7686842892e+00
1.8783724140e-01 3.4539450880e+00
1.9021529314e-01 3.0121531654e+00
1.9259810575e-01 2.5450797098e+00
1.9498568875e-01 2.0912157508e+00
1.9737805169e-01 1.6782037638e+00
1.9977520415e-01 1.7319430858e+00
2.0217715570e-01 1.6866726785e+00
2.0458391597e-01 8.9375418078e-01
2.0699549458e-01 7.1995527488e-01
2.0941190117e-01 8.6180314717e-01
2.1183314541e-01 9.4567851303e-01
2.1425923698e-01 1.1871674036e+00
2.1669018560e-01 1.1886235803e+00
