# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e9_sxy_0_sxz_0_syz_0/Cu/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 43.75749572523257
# strain stress
0.0000000000e+00 0.0000000000e+00
7.1502486527e-05 7.6418184802e-02
2.7153678979e-04 3.0051246822e-01
4.7161110391e-04 3.7617648066e-01
6.7172543690e-04 4.7430597367e-01
8.7187979675e-04 3.6804265320e-01
1.0720741915e-03 2.0962144662e-01
1.2723086291e-03 6.2224924744e-02
1.4725831176e-03 -3.4853792037e-02
1.6728976650e-03 -1.3885219899e-01
1.8732522793e-03 -1.7722093472e-01
2.0736469686e-03 -8.3107311959e-02
2.2740817408e-03 -7.8318557050e-02
2.4745566040e-03 3.4181642053e-02
2.6750715661e-03 1.5258240350e-01
2.8756266353e-03 2.3557356537e-01
3.0762218194e-03 3.3761993401e-01
3.2768571267e-03 3.8774185038e-01
3.4775325650e-03 3.7282070781e-01
3.6782481424e-03 3.1172083078e-01
3.8790038669e-03 2.3867796153e-01
4.0797997466e-03 1.0515892016e-01
4.2806357895e-03 1.0330213090e-01
4.4815120036e-03 5.5639898075e-02
4.6824283970e-03 1.1206452193e-01
4.8833849776e-03 5.7107910963e-02
5.0843817536e-03 1.5439773684e-01
5.2854187330e-03 2.2925368372e-01
5.4864959238e-03 3.9532879916e-01
5.6876133341e-03 5.0193639406e-01
5.8887709718e-03 6.3764327584e-01
6.0899688451e-03 5.8139985793e-01
6.2912069620e-03 6.1998644393e-01
6.4924853306e-03 4.1840098074e-01
6.6938039589e-03 4.6504250668e-01
6.8951628549e-03 5.0134922882e-01
7.0965620267e-03 3.5054825039e-01
7.2980014824e-03 3.9824724946e-01
7.4994812300e-03 3.4142997715e-01
7.7010012775e-03 3.8033039084e-01
7.9025616332e-03 2.8330390609e-01
8.1041623049e-03 3.6004209838e-01
8.3058033008e-03 4.0386807258e-01
8.5074846289e-03 4.9043532900e-01
8.7092062973e-03 4.7542106809e-01
8.9109683141e-03 6.9175317754e-01
9.1127706873e-03 6.6276635611e-01
9.3146134251e-03 6.0093246995e-01
9.5164965354e-03 5.7346128065e-01
9.7184200264e-03 6.3395343840e-01
9.9203839061e-03 5.0169614840e-01
1.0122388183e-02 5.8457951927e-01
1.0324432864e-02 6.1584699136e-01
1.0526517958e-02 6.4463458077e-01
1.0728643474e-02 7.7298664268e-01
1.0930809419e-02 6.7825963393e-01
1.1133015800e-02 7.6681612224e-01
1.1335262628e-02 8.0710266914e-01
1.1537549908e-02 8.3867517768e-01
1.1739877650e-02 8.4112886665e-01
1.1942245862e-02 7.5458740710e-01
1.2144654551e-02 8.2054768598e-01
1.2347103726e-02 7.1724529329e-01
1.2549593395e-02 6.5518277267e-01
1.2752123566e-02 6.9123002107e-01
1.2954694248e-02 7.6572947811e-01
1.3157305447e-02 7.7972350211e-01
1.3359957172e-02 8.2713413366e-01
1.3562649432e-02 8.6972405918e-01
1.3765382235e-02 8.6580550130e-01
1.3968155588e-02 9.6785770502e-01
1.4170969500e-02 9.9672547918e-01
1.4373823979e-02 1.0551668102e+00
1.4576719032e-02 1.0347063603e+00
1.4779654669e-02 9.6963146081e-01
1.4982630897e-02 1.0004415830e+00
1.5185647724e-02 9.4653899701e-01
1.5388705159e-02 1.0386754388e+00
1.5591803209e-02 9.8466613405e-01
1.5794941883e-02 9.1021719532e-01
1.5998121188e-02 1.0639083149e+00
1.6201341134e-02 1.0588607413e+00
1.6404601727e-02 1.0852763864e+00
1.6607902977e-02 1.1518131853e+00
1.6811244891e-02 1.1902162668e+00
1.7014627478e-02 1.2634954663e+00
1.7218050745e-02 1.2855624399e+00
1.7421514701e-02 1.2347037307e+00
1.7625019354e-02 1.3912609332e+00
1.7828564711e-02 1.3435621260e+00
1.8032150782e-02 1.2699817089e+00
1.8235777574e-02 1.2549161080e+00
1.8439445096e-02 1.1867799402e+00
1.8643153355e-02 1.1442705255e+00
1.8846902360e-02 1.0885806479e+00
1.9050692119e-02 1.1886773588e+00
1.9254522640e-02 1.2272437088e+00
1.9458393930e-02 1.3562962370e+00
1.9662306000e-02 1.4086472559e+00
1.9866258856e-02 1.5387431141e+00
2.0070252506e-02 1.5170124406e+00
2.0274286959e-02 1.6122151272e+00
2.0478362224e-02 1.5954203389e+00
2.0682478307e-02 1.6250775028e+00
2.0886635218e-02 1.5369541554e+00
2.1090832964e-02 1.4511346308e+00
2.1295071554e-02 1.3332192670e+00
2.1499350995e-02 1.2458783041e+00
2.1703671297e-02 1.3027358057e+00
2.1908032466e-02 1.3842506321e+00
2.2112434512e-02 1.4123974823e+00
2.2316877443e-02 1.5923415400e+00
2.2521361266e-02 1.7101761526e+00
2.2725885990e-02 1.6868272563e+00
2.2930451623e-02 1.7957664491e+00
2.3135058173e-02 1.8652696199e+00
2.3339705649e-02 1.9520378736e+00
2.3544394058e-02 1.9091617284e+00
2.3749123410e-02 1.8492162949e+00
2.3953893711e-02 1.6664258227e+00
2.4158704970e-02 1.7043566502e+00
2.4363557195e-02 1.5457438339e+00
2.4568450395e-02 1.5194083153e+00
2.4773384578e-02 1.5694446228e+00
2.4978359752e-02 1.6008450118e+00
2.5183375925e-02 1.7321420923e+00
2.5388433105e-02 1.7751896461e+00
2.5593531301e-02 1.7684367266e+00
2.5798670520e-02 2.0764055708e+00
2.6003850772e-02 2.0537425561e+00
2.6209072063e-02 2.0686551601e+00
2.6414334403e-02 2.0285759595e+00
2.6619637800e-02 2.0791389669e+00
2.6824982261e-02 1.9062763894e+00
2.7030367795e-02 2.0209877789e+00
2.7235794411e-02 1.9159526403e+00
2.7441262116e-02 1.8177114132e+00
2.7646770919e-02 1.8387338699e+00
2.7852320827e-02 1.8017401178e+00
2.8057911850e-02 1.8786007244e+00
2.8263543995e-02 1.9761403358e+00
2.8469217270e-02 2.0858474706e+00
2.8674931684e-02 2.0662237162e+00
2.8880687245e-02 2.2329768761e+00
2.9086483962e-02 2.2789578380e+00
2.9292321842e-02 2.2837096567e+00
2.9498200893e-02 2.2891070979e+00
2.9704121125e-02 2.2461861291e+00
2.9910082545e-02 2.2308689155e+00
3.0116085161e-02 2.2312467731e+00
3.0322128981e-02 2.1771111398e+00
3.0528214015e-02 2.1336631471e+00
3.0734340270e-02 2.0973906884e+00
3.0940507754e-02 2.0818779084e+00
3.1146716476e-02 2.0916121830e+00
3.1352966443e-02 2.1139244291e+00
3.1559257665e-02 2.1124676132e+00
3.1765590149e-02 2.1747978655e+00
3.1971963904e-02 2.3411990260e+00
3.2178378937e-02 2.4042338666e+00
3.2384835258e-02 2.5418681627e+00
3.2591332874e-02 2.5558985691e+00
3.2797871794e-02 2.6293554812e+00
3.3004452026e-02 2.5657699949e+00
3.3211073577e-02 2.4818111187e+00
3.3417736458e-02 2.5570518210e+00
3.3624440675e-02 2.5124437784e+00
3.3831186237e-02 2.3588261660e+00
3.4037973152e-02 2.4047904988e+00
3.4244801429e-02 2.3812283786e+00
3.4451671075e-02 2.4397179466e+00
3.4658582100e-02 2.4708976397e+00
3.4865534511e-02 2.5039461952e+00
3.5072528317e-02 2.6022000886e+00
3.5279563525e-02 2.6109508781e+00
3.5486640145e-02 2.6861861369e+00
3.5693758184e-02 2.7531266190e+00
3.5900917651e-02 2.8467999718e+00
3.6108118554e-02 2.8297276365e+00
3.6315360901e-02 2.7692975784e+00
3.6522644701e-02 2.8909017736e+00
3.6729969962e-02 2.8291700469e+00
3.6937336692e-02 2.7461479381e+00
3.7144744899e-02 2.7487329660e+00
3.7352194592e-02 2.7825719601e+00
3.7559685780e-02 2.7279527305e+00
3.7767218469e-02 2.5958951673e+00
3.7974792670e-02 2.6747188864e+00
3.8182408389e-02 2.7365907382e+00
3.8390065636e-02 2.7891522061e+00
3.8597764418e-02 2.9498870026e+00
3.8805504744e-02 3.0023283875e+00
3.9013286623e-02 3.1518776551e+00
3.9221110062e-02 3.2136097225e+00
3.9428975070e-02 3.1729597995e+00
3.9636881655e-02 3.0755263200e+00
3.9844829825e-02 3.0941113917e+00
4.0052819589e-02 3.0749605104e+00
4.0260850956e-02 3.0204088646e+00
4.0468923933e-02 3.0285886055e+00
4.0677038528e-02 2.9268717171e+00
4.0885194751e-02 2.9579653145e+00
4.1093392609e-02 2.9884382033e+00
4.1301632111e-02 3.1062164190e+00
4.1509913264e-02 3.0773434177e+00
4.1718236079e-02 3.2456820181e+00
4.1926600562e-02 3.2292071998e+00
4.2135006722e-02 3.3114298565e+00
4.2343454567e-02 3.4429756706e+00
4.2551944106e-02 3.4187276575e+00
4.2760475348e-02 3.4306902765e+00
4.2969048299e-02 3.4890548436e+00
4.3177662970e-02 3.5288166254e+00
4.3386319367e-02 3.3377981465e+00
4.3595017500e-02 3.3971124849e+00
4.3803757377e-02 3.3316727281e+00
4.4012539006e-02 3.2473792805e+00
4.4221362395e-02 3.2110423733e+00
4.4430227554e-02 3.1890926631e+00
4.4639134489e-02 3.1663922157e+00
4.4848083210e-02 3.3541901959e+00
4.5057073725e-02 3.4199750592e+00
4.5266106042e-02 3.4635619794e+00
4.5475180170e-02 3.3971407520e+00
4.5684296117e-02 3.5975182320e+00
4.5893453892e-02 3.6017629207e+00
4.6102653502e-02 3.6811000783e+00
4.6311894956e-02 3.7037788706e+00
4.6521178262e-02 3.6967850367e+00
4.6730503430e-02 3.6899382594e+00
4.6939870467e-02 3.6789557669e+00
4.7149279381e-02 3.6552167075e+00
4.7358730181e-02 3.5249090908e+00
4.7568222876e-02 3.5549900674e+00
4.7777757473e-02 3.5842518286e+00
4.7987333982e-02 3.6302809611e+00
4.8196952409e-02 3.6728683503e+00
4.8406612765e-02 3.6737998975e+00
4.8616315057e-02 3.7137955889e+00
4.8826059294e-02 3.8495858258e+00
4.9035845484e-02 3.8237305914e+00
4.9245673635e-02 4.0460240703e+00
4.9455543756e-02 3.9768723337e+00
4.9665455855e-02 3.9926477773e+00
4.9875409941e-02 3.9713728300e+00
5.0085406022e-02 3.9710014500e+00
5.0295444107e-02 3.8206294091e+00
5.0505524203e-02 3.9000193530e+00
5.0715646319e-02 3.8560406186e+00
5.0925810464e-02 3.8001429048e+00
5.1136016646e-02 3.8687296294e+00
5.1346264873e-02 3.8984251630e+00
5.1556555155e-02 3.9816078619e+00
5.1766887498e-02 4.0107275726e+00
5.1977261913e-02 4.0852438663e+00
5.2187678406e-02 4.1835829396e+00
5.2398136987e-02 4.3185593750e+00
5.2608637663e-02 4.1796696639e+00
5.2819180445e-02 4.2744695020e+00
5.3029765338e-02 4.2460983689e+00
5.3240392354e-02 4.2502277842e+00
5.3451061498e-02 4.2222659046e+00
5.3661772781e-02 4.1487292489e+00
5.3872526210e-02 4.1821582641e+00
5.4083321794e-02 4.1965051060e+00
5.4294159542e-02 4.1207229675e+00
5.4505039461e-02 4.2147943262e+00
5.4715961560e-02 4.1119762002e+00
5.4926925848e-02 4.2539899959e+00
5.5137932333e-02 4.3384809125e+00
5.5348981024e-02 4.2282419138e+00
5.5560071929e-02 4.4783707548e+00
5.5771205056e-02 4.4309483835e+00
5.5982380413e-02 4.4835672325e+00
5.6193598011e-02 4.4657350304e+00
5.6404857855e-02 4.5183933200e+00
5.6616159957e-02 4.5769925073e+00
5.6827504322e-02 4.5848759622e+00
5.7038890961e-02 4.5769332344e+00
5.7250319881e-02 4.5746221078e+00
5.7461791092e-02 4.4525409996e+00
5.7673304601e-02 4.5246057056e+00
5.7884860417e-02 4.5460383310e+00
5.8096458548e-02 4.5534888015e+00
5.8308099003e-02 4.6572281075e+00
5.8519781790e-02 4.6872792129e+00
5.8731506918e-02 4.7210003917e+00
5.8943274396e-02 4.7669454201e+00
5.9155084231e-02 4.9010292639e+00
5.9366936432e-02 4.8072682240e+00
5.9578831008e-02 4.9061287236e+00
5.9790767968e-02 4.9842244981e+00
6.0002747318e-02 4.8739776340e+00
6.0214769069e-02 4.7861313472e+00
6.0426833229e-02 4.9234833076e+00
6.0638939805e-02 4.8744493042e+00
6.0851088808e-02 4.7159021311e+00
6.1063280244e-02 4.8249422366e+00
6.1275514122e-02 4.7913714625e+00
6.1487790452e-02 4.7955862198e+00
6.1700109241e-02 4.8580853952e+00
6.1912470499e-02 4.8893291265e+00
6.2124874233e-02 4.9504349395e+00
6.2337320451e-02 5.0168595784e+00
6.2549809164e-02 5.0658323161e+00
6.2762340378e-02 5.1849822082e+00
6.2974914102e-02 5.1923814671e+00
6.3187530346e-02 5.1581806109e+00
6.3400189117e-02 5.2015715415e+00
6.3612890425e-02 5.1249259220e+00
6.3825634276e-02 5.1712722550e+00
6.4038420681e-02 5.0360464946e+00
6.4251249648e-02 5.0118463845e+00
6.4464121184e-02 5.0217887371e+00
6.4677035299e-02 5.0475401471e+00
6.4889992001e-02 4.9699629959e+00
6.5102991299e-02 5.0600950185e+00
6.5316033200e-02 5.2777679530e+00
6.5529117715e-02 5.2552358623e+00
6.5742244850e-02 5.2735614765e+00
