# step temp lx ly lz xy xz yz sxx syy szz sxy sxz syz
0 298 10.6177966208367 10.6029884371348 21.2125716040711 0.00625774684409477 0.0555613643663735 0.0283640391483965 1.58913921051816 1.44830867386576 1.40987623077928 -0.0412714740013913 0.349883227999149 0.130586332587979
2000 298 10.4814346561531 10.4983391435527 21.4257614929769 -0.0148399876781128 -0.0507233022740032 -0.0999598078791833 -1.59531486408376 -1.47080224334161 -0.176447458320027 -0.0173810428674827 -0.262835047148788 -0.390962890888205
4000 298 10.4944940692087 10.5093924005736 21.6410939758869 0.05765401909216 0.0340788854863473 -0.140366961543435 0.598688873190744 0.53047058399331 2.80224816722134 0.755481086200618 0.212277565428949 -0.726010973714107
6000 298 10.4534334817362 10.4121292534587 21.8585905862287 -0.0475862675498553 0.0582429585526534 -0.0681852274388065 -0.387796776944006 -0.488888535582842 3.01236670982245 -0.461386520305272 0.288576452824094 -0.461524472908936
8000 298 10.357761258084 10.4462332542208 22.0782730738447 -0.037819041688631 -0.0733242667775467 -0.0718805418440794 -0.224586692182555 -0.0221797709415642 4.61682992482991 -0.545657923167133 -0.313823591797209 -0.351991984854534
10000 298 10.3367741111492 10.4079688304004 22.3001634071667 0.00409162631212241 -0.138925115232121 0.0605242384154342 0.182949641637037 0.103733746827232 6.25046431278375 0.0773513307278747 -0.522525049327186 0.189207088188239
12000 298 10.3694944819412 10.2792372832684 22.524283775413 0.00612021880370197 0.0667544298371801 0.0670756233831742 -0.55637688051427 -0.729405174622339 7.11266239213863 -0.0872668806547174 0.216237614110227 0.148164789754491
14000 298 10.2437442877587 10.3633417180668 22.7506565908071 0.00251217239139066 0.0377362923722777 0.0258265954938465 -0.119589906156975 0.00346698929421979 8.88456626412782 0.131509266542266 0.260143767740609 -0.0485490048580796
16000 298 10.2155476147432 10.3738589307288 22.9793044908193 -0.0515191847349781 -0.0881604391431663 -0.0730104019447145 0.698825560164306 0.880915002339213 11.2634779522577 -0.657608209825631 -0.186365365705262 -0.301154189067552
18000 298 10.2566922603935 10.2534251756665 23.21025034043 -0.0296697135116557 -0.0719374801482422 0.15790239931085 0.639963711916834 0.556134585345611 12.5061940202741 -0.457704152756453 -0.113445153957878 0.417307634259953
20000 298 9.32440574523394 11.0648996729011 23.4435172344167 0.00979968372890397 -0.0928383859347741 0.163881331564184 -0.617043188348382 -0.425857494396385 8.98771538483044 0.103581507804381 -0.348008816241788 0.107760155372987
22000 298 9.20285829910125 11.0952554571429 23.6791284996631 0.386223864082253 0.453133462712363 2.52428574489669 -0.0962415325387873 -0.27618425028528 8.32591407243807 0.451801909549453 -0.392641250309343 -0.306950746381984
24000 298 9.31739762695649 10.9244555350326 23.9171076974922 0.356807535117921 0.659362087595135 2.74992902762566 0.377463635319414 0.12302242824826 10.3808779743674 -0.674459828272553 0.178369689506237 -0.153404847957025
26000 298 9.23858953127467 10.9405997288116 24.1574786260221 0.424892619111504 0.545067645860415 2.94341657874726 -0.356518270019824 0.500154529613257 11.6736360416689 0.245260101231968 -0.190036124527376 0.513296185616829
28000 298 9.17039482350553 10.9325263166983 24.4002653225458 0.473074410954399 0.30228635746858 2.89848213006342 -0.211594657512014 -1.15016070205506 12.308297671394 -0.162114074429977 -0.0830278021547544 -0.218794420467332
30000 298 8.96493353499712 10.7154587922256 24.6454920659354 1.37227276508071 -1.55757030595154 4.9814362072263 -1.01570365134033 -1.0403297539175 1.16128882129352 1.18355596710787 -0.843491765586955 0.873630126440575
32000 298 8.93347649359923 10.6965602982972 24.8931833790696 1.36929351770281 -1.57075194810206 4.96089720724912 -0.20768983223293 -0.160018749414047 2.75259741413186 0.659288326293744 -0.215974566877956 0.280243279481063
34000 298 8.9051406510089 10.6520517347262 25.1433640312861 1.35863851438632 -1.52429614396495 4.68869953305038 0.0278445636926095 -0.13440544192226 3.60333587954998 0.129087716851841 0.251388653590769 -0.873651397738488
36000 298 8.924469435415 10.5612783445462 25.3960590408586 1.29628951677225 -1.46355566134001 4.9879726970967 0.184810869132539 -0.105201103991597 4.9215094907334 -0.738952426601041 0.715406009704891 -0.201078550246294
38000 298 8.85953745005455 10.59054570097 25.6512936774986 1.31149078710257 -1.77326181973152 5.08308115172006 0.406801436556931 0.219777245509517 6.51394070367436 -0.117999056079442 -0.183955773734526 0.124909526635356
40000 298 8.76665770980549 10.5965634051811 25.9090934648825 1.29976586363087 -1.78914887793165 5.10003505150107 -0.204709334838745 0.203650146728977 7.73215938866933 -0.173176732528345 0.0307159631206239 0.238419884928686
