step time_ps strain stress_z_GPa stress_x_GPa stress_y_GPa temp_K lx_A ly_A lz_A
1000 1 -7.06032422905559e-16 -1.00075490632842 -2.64540606464019 2.73791924734464 306.655492149927 16.9223756211209 9.0254778826283 40.2555300696237
2000 2 0.00499999999999927 0.572422920329425 0.0857492529997784 -0.348374109986369 313.380738766514 17.6041778194713 8.63785019093129 40.4568077199718
3000 3 0.00999999999999925 -0.111093978254608 -0.087300138359466 0.11661436921876 319.58922283213 17.5569083221155 8.59498067371723 40.6580853703199
4000 4 0.0149999999999992 -1.53351543561025 0.535190996469087 -0.347770219693135 312.737022860678 17.6274555542506 8.46623834583034 40.859363020668
5000 5 0.0199999999999992 -0.347212312007234 0.129680914057862 0.500196880691047 293.704519020836 17.4782885807614 8.51011501322625 41.0606406710161
6000 6 0.0249999999999992 -0.495945687836473 -0.296130550073645 -0.684539526140617 313.769336465477 17.4066684064218 8.45205591704123 41.2619183213643
7000 7 0.0299999999999992 -0.104950543569248 -0.242656922944188 -0.254618245030725 288.209916174912 17.3858198654339 8.44410204981614 41.4631959717124
8000 8 0.0349999999999992 0.33474019068699 -0.432497641000845 0.255492552869352 294.990603398264 17.3228843003762 8.43457129545241 41.6644736220605
9000 9 0.0399999999999991 0.702675509836495 -0.0970795091119114 -0.143129498849174 311.756113389024 17.38494827885 8.38840831361554 41.8657512724086
10000 10 0.0449999999999991 1.33941221469476 0.641491459154967 0.0530804728206934 274.645611729669 17.355575478792 8.39405672231013 42.0670289227567
11000 11 0.0499999999999991 0.850401253281968 -0.515475042341285 -1.02263945553193 307.660907192662 17.2642058346397 8.33923764620751 42.2683065731049
12000 12 0.0549999999999991 1.45815633831125 -0.110213132913342 -0.356020504980135 298.099599231132 17.2864807650907 8.35634930815674 42.469584223453
13000 13 0.0599999999999992 2.90796065438035 0.46553674502383 0.343964041235267 298.569068692929 17.2944686119441 8.33975617397404 42.6708618738011
14000 14 0.0649999999999994 2.89033701996797 -0.172957418328849 0.301112855231972 300.010327574936 17.1855340015991 8.35900234940353 42.8721395241492
15000 15 0.0699999999999994 3.38022337249609 -0.494085361029939 0.148624708667722 314.250265465136 17.1045918570093 8.34116724486604 43.0734171744973
