# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e9_sxy_0_sxz_0_syz_0/Nb/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 43.24541471466208
# strain stress
0.0000000000e+00 0.0000000000e+00
1.1839113121e-04 8.3963045945e-02
3.1843481314e-04 7.2594817920e-03
5.1851850780e-04 1.5479339663e-01
7.1864222321e-04 1.5101026402e-01
9.1880596736e-04 2.1900640706e-01
1.1190097483e-03 2.6270745892e-01
1.3192535739e-03 3.4593476399e-01
1.5195374524e-03 3.9840708596e-01
1.7198613916e-03 4.2576273931e-01
1.9202253996e-03 4.5168023170e-01
2.1206294844e-03 5.1269560128e-01
2.3210736541e-03 5.7017108181e-01
2.5215579165e-03 6.1344991917e-01
2.7220822799e-03 6.3568404297e-01
2.9226467521e-03 6.7244791237e-01
3.1232513413e-03 7.7027669890e-01
3.3238960553e-03 8.1509758524e-01
3.5245809024e-03 8.5099018854e-01
3.7253058904e-03 8.7524606048e-01
3.9260710274e-03 1.0062563824e+00
4.1268763215e-03 9.4074738689e-01
4.3277217806e-03 1.0777661014e+00
4.5286074129e-03 9.7996158596e-01
4.7295332263e-03 1.1817732607e+00
4.9304992288e-03 1.1630025756e+00
5.1315054286e-03 1.2086942980e+00
5.3325518337e-03 1.2957105042e+00
5.5336384520e-03 1.3511528004e+00
5.7347652917e-03 1.4017345895e+00
5.9359323608e-03 1.3715074126e+00
6.1371396674e-03 1.5354032922e+00
6.3383872194e-03 1.4988405052e+00
6.5396750249e-03 1.5613008529e+00
6.7410030921e-03 1.5602133129e+00
6.9423714289e-03 1.7160381630e+00
7.1437800433e-03 1.6379979250e+00
7.3452289436e-03 1.8289933734e+00
7.5467181376e-03 1.6741524414e+00
7.7482476335e-03 2.0271962578e+00
7.9498174393e-03 1.7053022348e+00
8.1514275632e-03 2.1332065811e+00
8.3530780131e-03 1.8676784006e+00
8.5547687971e-03 2.1421472797e+00
