# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e9_sxy_0_sxz_0_syz_0/Al/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 40.47639143662173
# strain stress
0.0000000000e+00 0.0000000000e+00
4.9554561936e-05 2.1777356821e-02
2.4958447517e-04 4.0570816344e-02
4.4965439839e-04 -6.0853038866e-02
6.4976433960e-04 -8.4143123485e-02
8.4991430680e-04 -1.3156071100e-01
1.0501043080e-03 2.1432905148e-01
1.2503343512e-03 2.8931894953e-01
1.4506044444e-03 1.9509256686e-01
1.6509145956e-03 -1.5147688598e-02
1.8512648129e-03 -1.0847198033e-01
2.0516551042e-03 4.1982603501e-02
2.2520854776e-03 2.8221593612e-01
2.4525559411e-03 1.8283850373e-01
2.6530665027e-03 1.1841115612e-01
2.8536171704e-03 4.9590124957e-02
3.0542079522e-03 5.5922709117e-02
3.2548388562e-03 1.4058473003e-01
3.4555098904e-03 3.7391718919e-01
3.6562210629e-03 3.9481243628e-01
3.8569723815e-03 2.2703580185e-01
4.0577638545e-03 2.9348303413e-02
4.2585954898e-03 1.3126900983e-01
4.4594672954e-03 3.2014301374e-01
4.6603792794e-03 4.9002525648e-01
4.8613314498e-03 4.7524544889e-01
5.0623238146e-03 3.2816617033e-01
5.2633563820e-03 2.1441852099e-01
5.4644291598e-03 2.1365295074e-01
5.6655421563e-03 4.3124361448e-01
5.8666953794e-03 5.8174794141e-01
6.0678888371e-03 5.3879784834e-01
6.2691225376e-03 4.2564320757e-01
6.4703964888e-03 3.4199509621e-01
6.6717106989e-03 4.3120072719e-01
6.8730651758e-03 5.1859564220e-01
7.0744599276e-03 6.2339125569e-01
7.2758949625e-03 6.4869978730e-01
7.4773702883e-03 6.5042611954e-01
7.6788859133e-03 4.2553731299e-01
7.8804418454e-03 4.5205689593e-01
8.0820380927e-03 5.5754187229e-01
8.2836746633e-03 5.3049192825e-01
8.4853515652e-03 7.6163875505e-01
8.6870688066e-03 7.2175819565e-01
8.8888263955e-03 7.1963478461e-01
9.0906243399e-03 6.2489065666e-01
9.2924626479e-03 6.2371445192e-01
9.4943413276e-03 6.7354285891e-01
9.6962603871e-03 7.2261227078e-01
9.8982198345e-03 8.8354585250e-01
1.0100219678e-02 8.3938654465e-01
1.0302259925e-02 7.5067335487e-01
1.0504340584e-02 5.9041739448e-01
1.0706461664e-02 4.8262811344e-01
1.0908623172e-02 7.2242676659e-01
1.1110825116e-02 9.6095031633e-01
1.1313067505e-02 9.9732810891e-01
1.1515350346e-02 9.0150084988e-01
1.1717673647e-02 6.6826574716e-01
1.1920037418e-02 6.2219884007e-01
1.2122441665e-02 7.9191817238e-01
1.2324886397e-02 1.0530396147e+00
1.2527371622e-02 1.0722376435e+00
1.2729897348e-02 1.0266550181e+00
1.2932463584e-02 7.9652276013e-01
1.3135070337e-02 8.0698620378e-01
1.3337717615e-02 9.0225959232e-01
1.3540405426e-02 1.0721531859e+00
1.3743133780e-02 1.1780241830e+00
1.3945902683e-02 1.0182317929e+00
1.4148712143e-02 8.9688241875e-01
1.4351562170e-02 8.1402534568e-01
1.4554452771e-02 9.7647989132e-01
1.4757383954e-02 1.0651512403e+00
1.4960355727e-02 1.2052840823e+00
1.5163368099e-02 1.2422391727e+00
1.5366421077e-02 1.0453726029e+00
1.5569514670e-02 9.5840308824e-01
1.5772648886e-02 1.0584779931e+00
1.5975823732e-02 1.1389876002e+00
1.6179039218e-02 1.1277596213e+00
1.6382295351e-02 1.1212000498e+00
1.6585592139e-02 1.2071682943e+00
1.6788929590e-02 1.1678357620e+00
1.6992307713e-02 1.1655236958e+00
1.7195726516e-02 1.1192303019e+00
1.7399186007e-02 1.1301931287e+00
1.7602686193e-02 1.2605840264e+00
1.7806227084e-02 1.3594711221e+00
1.8009808687e-02 1.2468603929e+00
1.8213431010e-02 1.2347785809e+00
1.8417094062e-02 1.2496226888e+00
1.8620797850e-02 1.3001107407e+00
1.8824542384e-02 1.3275522562e+00
1.9028327670e-02 1.3940165310e+00
1.9232153718e-02 1.4307574423e+00
1.9436020534e-02 1.4215705371e+00
1.9639928128e-02 1.3618608535e+00
1.9843876508e-02 1.3404238130e+00
2.0047865682e-02 1.3221827371e+00
2.0251895657e-02 1.3760953170e+00
2.0455966443e-02 1.5864464337e+00
2.0660078047e-02 1.5481176106e+00
2.0864230477e-02 1.5278246014e+00
2.1068423741e-02 1.4873161044e+00
2.1272657849e-02 1.4349143145e+00
2.1476932807e-02 1.4128649064e+00
2.1681248625e-02 1.5908130377e+00
2.1885605310e-02 1.6542044287e+00
2.2090002870e-02 1.5829800744e+00
2.2294441313e-02 1.5644013947e+00
2.2498920649e-02 1.5219753399e+00
2.2703440884e-02 1.4390033401e+00
2.2908002028e-02 1.5687390417e+00
2.3112604088e-02 1.7381898639e+00
