# r(A) g(r)_avg 
0	0
0.1	0
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1	0
1.1176	0
1.2809	0
1.4291	0
1.5773	0
1.7254	0
1.8736	0
2.0194	0.0466
2.3032	0.3118
2.4697	1.0401
2.6329	2.0535
2.8061	2.4556
3.0484	2.0351
3.2328	1.3604
3.4181	0.9849
3.5391	0.6984
3.648	0.5633
3.7748	0.4965
3.9273	0.4907
4.1554	0.5624
4.3045	0.6966
4.4611	0.825
4.5858	0.9848
4.7248	1.1099
4.8601	1.2223
4.981	1.2826
5.1206	1.2997
5.2897	1.3005
5.4426	1.2412
5.5739	1.1994
5.7324	1.1185
5.9078	1.0007
6.0331	0.9133
