# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e10_sxy_0_sxz_0_syz_0/Ni/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 42.4028059406818
# strain stress
0.0000000000e+00 0.0000000000e+00
2.3919187613e-04 7.7770603653e-02
2.2416720726e-03 2.8637251968e-01
4.2481612371e-03 5.0636888598e-01
6.2586673955e-03 7.3043293386e-01
8.2731985900e-03 9.8690750901e-01
1.0291762879e-02 1.2046627895e+00
1.2314368336e-02 1.5240034382e+00
1.4341023051e-02 1.7440262704e+00
1.6371735133e-02 2.0642829569e+00
1.8406512702e-02 2.3228374259e+00
2.0445363899e-02 2.5559002159e+00
2.2488296879e-02 2.8438004364e+00
2.4535319813e-02 2.9626389481e+00
2.6586440890e-02 3.1721915962e+00
2.8641668315e-02 3.3958119272e+00
3.0701010307e-02 3.5907483084e+00
3.2764475104e-02 3.8076869020e+00
3.4832070961e-02 3.9392079328e+00
3.6903806148e-02 4.1786364056e+00
3.8979688951e-02 4.3287895910e+00
4.1059727674e-02 4.4895279792e+00
4.3143930638e-02 4.7326351531e+00
4.5232306178e-02 4.8974852522e+00
4.7324862650e-02 5.1616914811e+00
4.9421608422e-02 5.5407486664e+00
5.1522551882e-02 5.8083386359e+00
5.3627701433e-02 6.1900730062e+00
5.5737065497e-02 6.5433270973e+00
5.7850652511e-02 6.8898432935e+00
5.9968470928e-02 7.1334079728e+00
6.2090529221e-02 7.3838910675e+00
6.4216835877e-02 7.5326816749e+00
6.6347399402e-02 7.8919023829e+00
6.8482228319e-02 8.1429782201e+00
7.0621331165e-02 8.2352824707e+00
7.2764716498e-02 8.5554681730e+00
7.4912392892e-02 8.7167313060e+00
7.7064368936e-02 8.8719311296e+00
7.9220653240e-02 9.1219792484e+00
8.1381254427e-02 9.5800676796e+00
8.3546181141e-02 9.9243943155e+00
8.5715442041e-02 1.0240472945e+01
8.7889045804e-02 1.0605985434e+01
9.0067001125e-02 1.0869938631e+01
9.2249316716e-02 1.1336941175e+01
9.4436001305e-02 1.1495683639e+01
9.6627063640e-02 1.1725351002e+01
9.8822512484e-02 1.1986155746e+01
1.0102235662e-01 1.2263915493e+01
1.0322660485e-01 1.2488945037e+01
1.0543526598e-01 1.2629312172e+01
1.0764834886e-01 1.2827557501e+01
1.0986586233e-01 1.3175609190e+01
1.1208781527e-01 1.3557773986e+01
1.1431421656e-01 1.3705558622e+01
1.1654507510e-01 1.4045740460e+01
1.1878039983e-01 1.4444386611e+01
1.2102019969e-01 1.4336783241e+01
1.2326448362e-01 1.3657839663e+01
1.2551326062e-01 1.2165999123e+01
1.2776653967e-01 9.1513203918e+00
1.3002432978e-01 7.1621908317e+00
1.3228664000e-01 6.0173341693e+00
1.3455347936e-01 4.8525366950e+00
1.3682485694e-01 4.9582620953e+00
1.3910078182e-01 4.5969414900e+00
1.4138126311e-01 4.3845253843e+00
1.4366630992e-01 4.2613195324e+00
1.4595593140e-01 4.3400045032e+00
1.4825013670e-01 4.9437221340e+00
1.5054893501e-01 5.1279767888e+00
1.5285233551e-01 5.4358199742e+00
1.5516034742e-01 5.4288621395e+00
1.5747297998e-01 5.9908803915e+00
1.5979024243e-01 6.6639632938e+00
1.6211214404e-01 6.9103351340e+00
1.6443869410e-01 7.7653906581e+00
1.6676990192e-01 8.2499296992e+00
1.6910577682e-01 8.4558420758e+00
1.7144632815e-01 8.3717033096e+00
1.7379156526e-01 8.2262670819e+00
1.7614149754e-01 8.8334375549e+00
1.7849613439e-01 8.6647580937e+00
1.8085548522e-01 8.7474813486e+00
1.8321955948e-01 8.9784634168e+00
1.8558836661e-01 9.2325735902e+00
1.8796191610e-01 9.5705278010e+00
1.9034021744e-01 9.8946135428e+00
1.9272328015e-01 1.0237179037e+01
1.9511111375e-01 1.0388053484e+01
1.9750372779e-01 1.0528068126e+01
1.9990113185e-01 1.0544278927e+01
2.0230333552e-01 1.0699616876e+01
2.0471034840e-01 1.0639500391e+01
2.0712218012e-01 1.0779051275e+01
2.0953884034e-01 1.0987337735e+01
2.1196033871e-01 1.1636876783e+01
2.1438668492e-01 1.2017076323e+01
2.1681788869e-01 1.2572389109e+01
2.1925395972e-01 1.2950295137e+01
