# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e11_sxy_0_sxz_0_syz_0/Cu/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 43.8993301354493
# strain stress
0.0000000000e+00 0.0000000000e+00
1.6321448659e-02 1.2316114456e+00
3.6852503820e-02 2.9201700165e+00
5.7798313807e-02 4.7733883125e+00
7.9167257224e-02 6.6541689557e+00
1.0096788193e-01 8.2914866354e+00
1.2320890847e-01 9.6960513058e+00
1.4589923356e-01 9.8690788833e+00
1.6904793361e-01 8.3460175516e+00
1.9266426842e-01 7.7724540796e+00
2.1675768485e-01 7.4508489572e+00
