# source Al/fcc/DPA3_7ele_cryfinal/298k/strain/100/sxx_0_syy_0_szz_5.0e10_sxy_0_sxz_0_syz_0.dat
# axis z
# fit_points 5
# l0 20.42496248595696
# strain stress
0.0000000000e+00 0.0000000000e+00
9.0756519829e-03 7.0860727375e-01
1.9217030886e-02 1.6883787034e+00
2.9460332341e-02 2.6570594862e+00
3.9806580688e-02 3.1428424907e+00
5.0256810559e-02 3.0311921085e+00
6.0812066986e-02 3.4196927633e+00
7.1473405505e-02 4.3115320764e+00
8.2241892256e-02 4.9190101758e+00
9.3118604099e-02 5.6367686023e+00
1.0410462871e-01 5.7465150442e+00
1.1520106471e-01 5.7899730697e+00
1.2640902174e-01 5.5221374736e+00
1.3772962062e-01 4.8564499573e+00
1.4916399340e-01 4.9648696719e+00
1.6071328354e-01 5.0926260537e+00
1.7237864598e-01 4.5067892740e+00
1.8416124726e-01 3.3468631905e+00
1.9606226564e-01 2.9863387045e+00
2.0808289126e-01 2.9990685208e+00
2.2022432617e-01 3.1410590662e+00
