# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e9_sxy_0_sxz_0_syz_0/W/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 41.09098025619965
# strain stress
0.0000000000e+00 0.0000000000e+00
6.5660480225e-05 5.4122841650e-01
2.6569361497e-04 3.4897053301e-01
4.6576676034e-04 4.5156422558e-01
6.6587992434e-04 7.1124400909e-01
8.6603311498e-04 3.4575078801e-01
1.0662263403e-03 1.0069393620e+00
1.2664596082e-03 4.5209890606e-01
1.4667329268e-03 1.1505067265e+00
1.6670463040e-03 7.0758672316e-01
1.8673997480e-03 9.8483998181e-01
2.0677932666e-03 1.2362149082e+00
2.2682268679e-03 8.6959956985e-01
2.4687005600e-03 1.4506316286e+00
2.6692143508e-03 1.0911657461e+00
2.8697682484e-03 1.4800603645e+00
3.0703622608e-03 1.3697689439e+00
3.2709963960e-03 1.4711245178e+00
3.4716706620e-03 1.6774334628e+00
3.6723850669e-03 1.3346827739e+00
3.8731396187e-03 1.9651130889e+00
4.0739343255e-03 1.5097883910e+00
4.2747691952e-03 1.9392555812e+00
4.4756442358e-03 1.9665805262e+00
4.6765594555e-03 1.7970638107e+00
4.8775148623e-03 2.2411484414e+00
5.0785104642e-03 1.9234127563e+00
5.2795462692e-03 2.2114533728e+00
5.4806222853e-03 2.2159996051e+00
5.6817385208e-03 2.2482743544e+00
5.8828949834e-03 2.3931914800e+00
6.0840916814e-03 2.2679992517e+00
6.2853286228e-03 2.5862250030e+00
6.4866058156e-03 2.4423681374e+00
6.6879232678e-03 2.6902846938e+00
6.8892809876e-03 2.7402845901e+00
7.0906789829e-03 2.6327038642e+00
7.2921172618e-03 2.9899799558e+00
7.4935958325e-03 2.7655275330e+00
7.6951147029e-03 2.9155379309e+00
7.8966738810e-03 3.1255054932e+00
8.0982733751e-03 2.9839092897e+00
8.2999131931e-03 3.2445577105e+00
8.5015933431e-03 3.1640658262e+00
8.7033138331e-03 3.2685013412e+00
8.9050746713e-03 3.4068893299e+00
9.1068758657e-03 3.2477785698e+00
9.3087174243e-03 3.7120451706e+00
9.5105993553e-03 3.3426909227e+00
9.7125216668e-03 3.6002898693e+00
9.9144843667e-03 3.8796056914e+00
1.0116487463e-02 3.5263022011e+00
1.0318530964e-02 3.9849334228e+00
1.0520614878e-02 3.7538565009e+00
1.0722739213e-02 3.9539740724e+00
1.0924903977e-02 4.0959848056e+00
1.1127109177e-02 3.9748287948e+00
1.1329354823e-02 4.3121339551e+00
1.1531640922e-02 4.1290977579e+00
1.1733967482e-02 4.2909154543e+00
1.1936334512e-02 4.4471523552e+00
1.2138742019e-02 4.2006076783e+00
1.2341190011e-02 4.7959184349e+00
1.2543678497e-02 4.3717910866e+00
1.2746207485e-02 4.6407787812e+00
1.2948776983e-02 4.8520264689e+00
1.3151386999e-02 4.5541018614e+00
1.3354037540e-02 4.9643853154e+00
1.3556728616e-02 4.9090811462e+00
1.3759460235e-02 4.8425247944e+00
1.3962232403e-02 5.1092633847e+00
1.4165045130e-02 5.0844940139e+00
1.4367898424e-02 5.1871291640e+00
1.4570792292e-02 5.2862598328e+00
1.4773726744e-02 5.2878044363e+00
1.4976701786e-02 5.3361985162e+00
1.5179717427e-02 5.4765420311e+00
1.5382773675e-02 5.5576319126e+00
1.5585870539e-02 5.5704520723e+00
1.5789008026e-02 5.6115852995e+00
1.5992186145e-02 5.7392746076e+00
1.6195404904e-02 5.6528524004e+00
1.6398664310e-02 5.7951577327e+00
1.6601964372e-02 6.0014686424e+00
1.6805305098e-02 6.0037075270e+00
1.7008686497e-02 5.9537314433e+00
1.7212108576e-02 6.3106216249e+00
1.7415571343e-02 6.0754368961e+00
1.7619074807e-02 6.1662929009e+00
1.7822618976e-02 6.4164896887e+00
1.8026203857e-02 6.2474351309e+00
1.8229829460e-02 6.4171450991e+00
1.8433495792e-02 6.5813368365e+00
1.8637202861e-02 6.4841043532e+00
1.8840950675e-02 6.6739127614e+00
1.9044739244e-02 6.6722874447e+00
1.9248568574e-02 6.7062512811e+00
1.9452438674e-02 6.8180234101e+00
1.9656349552e-02 6.9019544494e+00
1.9860301216e-02 7.0105798115e+00
2.0064293675e-02 7.0741000852e+00
2.0268326937e-02 6.9723386980e+00
2.0472401009e-02 7.2540008697e+00
2.0676515900e-02 7.2876160323e+00
2.0880671618e-02 7.1900307616e+00
2.1084868171e-02 7.4184122434e+00
2.1289105568e-02 7.4514262293e+00
2.1493383816e-02 7.4332867069e+00
2.1697702924e-02 7.6484523976e+00
2.1902062900e-02 7.6557598931e+00
2.2106463752e-02 7.6246256119e+00
2.2310905488e-02 7.8108785746e+00
2.2515388117e-02 7.8040475781e+00
2.2719911646e-02 7.9680024571e+00
2.2924476084e-02 7.9340994668e+00
2.3129081439e-02 7.8511116266e+00
2.3333727720e-02 8.1600612239e+00
2.3538414933e-02 8.1412131736e+00
2.3743143088e-02 8.1825405461e+00
2.3947912193e-02 8.3323150151e+00
2.4152722256e-02 8.3358833850e+00
2.4357573285e-02 8.4428642649e+00
2.4562465288e-02 8.5486659578e+00
2.4767398274e-02 8.5718393334e+00
2.4972372250e-02 8.6336493904e+00
2.5177387225e-02 8.7068182878e+00
2.5382443208e-02 8.6871329833e+00
2.5587540205e-02 8.7399949007e+00
2.5792678226e-02 9.0266978036e+00
2.5997857279e-02 8.7513893289e+00
2.6203077372e-02 9.0346115024e+00
2.6408338513e-02 9.1997995637e+00
2.6613640710e-02 8.9891662199e+00
2.6818983972e-02 9.1588445486e+00
2.7024368307e-02 9.3541078328e+00
2.7229793722e-02 9.1804093425e+00
2.7435260227e-02 9.4607320598e+00
2.7640767829e-02 9.5149087828e+00
2.7846316537e-02 9.4073602259e+00
2.8051906358e-02 9.6176796147e+00
2.8257537302e-02 9.6701724117e+00
2.8463209376e-02 9.5850352222e+00
2.8668922588e-02 9.8005171610e+00
2.8874676948e-02 9.9095157949e+00
2.9080472462e-02 9.7921029107e+00
2.9286309139e-02 1.0092960476e+01
2.9492186988e-02 1.0100131417e+01
2.9698106017e-02 1.0003017387e+01
2.9904066234e-02 1.0237566783e+01
3.0110067646e-02 1.0237511372e+01
3.0316110263e-02 1.0238935373e+01
3.0522194093e-02 1.0429773364e+01
3.0728319144e-02 1.0448963115e+01
3.0934485423e-02 1.0357930511e+01
3.1140692941e-02 1.0580760278e+01
3.1346941703e-02 1.0561614198e+01
3.1553231720e-02 1.0530356018e+01
3.1759562999e-02 1.0894868572e+01
3.1965935548e-02 1.0663120244e+01
3.2172349376e-02 1.0717284462e+01
3.2378804491e-02 1.1102513990e+01
3.2585300900e-02 1.0742778466e+01
3.2791838614e-02 1.0968974292e+01
3.2998417639e-02 1.1243092213e+01
3.3205037983e-02 1.1017494354e+01
3.3411699657e-02 1.1187535754e+01
3.3618402666e-02 1.1374627792e+01
3.3825147020e-02 1.1218824394e+01
3.4031932728e-02 1.1396815112e+01
3.4238759796e-02 1.1599129587e+01
3.4445628234e-02 1.1184978727e+01
3.4652538050e-02 1.1629830218e+01
3.4859489252e-02 1.1830211938e+01
3.5066481849e-02 1.1571216967e+01
3.5273515848e-02 1.1749376157e+01
3.5480591258e-02 1.1834888383e+01
3.5687708087e-02 1.1824411216e+01
3.5894866344e-02 1.1768281439e+01
3.6102066036e-02 1.2162975167e+01
3.6309307173e-02 1.1967211346e+01
3.6516589762e-02 1.2225612482e+01
3.6723913812e-02 1.2148727676e+01
3.6931279330e-02 1.2046127087e+01
3.7138686326e-02 1.2479002528e+01
3.7346134808e-02 1.2403402680e+01
3.7553624783e-02 1.2196944816e+01
3.7761156260e-02 1.2518318155e+01
3.7968729248e-02 1.2693141868e+01
3.8176343755e-02 1.2360706977e+01
3.8383999788e-02 1.2771976505e+01
3.8591697357e-02 1.2873368199e+01
3.8799436470e-02 1.2621501904e+01
3.9007217135e-02 1.2731628290e+01
3.9215039360e-02 1.3012951886e+01
3.9422903153e-02 1.2819411065e+01
3.9630808524e-02 1.2980419367e+01
3.9838755479e-02 1.3042660926e+01
4.0046744029e-02 1.3138809366e+01
4.0254774180e-02 1.3154150433e+01
4.0462845941e-02 1.3379004942e+01
4.0670959321e-02 1.3243429512e+01
4.0879114328e-02 1.3334974138e+01
4.1087310969e-02 1.3497600247e+01
4.1295549255e-02 1.3422361698e+01
4.1503829192e-02 1.3563615847e+01
4.1712150789e-02 1.3631688242e+01
4.1920514055e-02 1.3535433939e+01
4.2128918998e-02 1.3741011577e+01
4.2337365625e-02 1.3881639344e+01
4.2545853947e-02 1.3597343293e+01
4.2754383970e-02 1.3723949570e+01
4.2962955703e-02 1.4178933438e+01
4.3171569155e-02 1.3974789054e+01
4.3380224334e-02 1.3905041050e+01
4.3588921247e-02 1.4116964184e+01
4.3797659905e-02 1.4292021402e+01
4.4006440314e-02 1.4078416328e+01
4.4215262484e-02 1.4220182368e+01
4.4424126422e-02 1.4509481975e+01
4.4633032137e-02 1.4356141264e+01
4.4841979638e-02 1.4381852663e+01
4.5050968932e-02 1.4595046942e+01
4.5260000028e-02 1.4592650030e+01
4.5469072935e-02 1.4499601374e+01
4.5678187660e-02 1.4764072397e+01
4.5887344212e-02 1.4659132393e+01
4.6096542600e-02 1.4734779446e+01
4.6305782832e-02 1.4925846900e+01
4.6515064916e-02 1.4679551273e+01
4.6724388861e-02 1.4917265408e+01
4.6933754675e-02 1.5093603148e+01
4.7143162366e-02 1.4983065656e+01
4.7352611942e-02 1.4851491482e+01
4.7562103413e-02 1.5290192228e+01
4.7771636786e-02 1.5379198031e+01
4.7981212071e-02 1.5082446472e+01
4.8190829274e-02 1.5320336073e+01
4.8400488405e-02 1.5516365635e+01
4.8610189472e-02 1.5441402688e+01
4.8819932484e-02 1.5324788041e+01
4.9029717448e-02 1.5738094974e+01
4.9239544374e-02 1.5587831569e+01
4.9449413269e-02 1.5503435199e+01
4.9659324142e-02 1.5692948899e+01
4.9869277001e-02 1.5885134607e+01
5.0079271855e-02 1.5792493327e+01
5.0289308713e-02 1.5879154048e+01
5.0499387582e-02 1.5970073204e+01
5.0709508470e-02 1.6058098259e+01
5.0919671388e-02 1.6020989175e+01
5.1129876342e-02 1.6197608424e+01
5.1340123341e-02 1.6040312626e+01
5.1550412394e-02 1.6063626442e+01
5.1760743509e-02 1.6379405855e+01
5.1971116694e-02 1.6334182784e+01
5.2181531958e-02 1.6126501914e+01
5.2391989310e-02 1.6433633089e+01
5.2602488757e-02 1.6606202113e+01
5.2813030308e-02 1.6394581064e+01
5.3023613972e-02 1.6625774182e+01
5.3234239756e-02 1.6756811437e+01
5.3444907670e-02 1.6552023663e+01
