# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_5.0e9_sxy_0_sxz_0_syz_0/Nb/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 43.24708583250744
# strain stress
0.0000000000e+00 0.0000000000e+00
1.5691013594e-04 -9.5650615149e-02
1.1575672913e-03 3.8691646612e-01
2.1592256042e-03 4.2819700445e-01
3.1618860765e-03 8.9468146567e-01
4.1655497108e-03 9.1699506924e-01
5.1702175107e-03 1.3052934489e+00
6.1758904809e-03 1.4784116392e+00
7.1825696270e-03 1.7402576018e+00
8.1902559558e-03 1.9533079082e+00
9.1989504750e-03 2.1646170706e+00
1.0208654193e-02 2.5287366235e+00
1.1219368120e-02 2.5884809353e+00
1.2231093267e-02 3.0240592442e+00
1.3243830644e-02 3.0930689328e+00
1.4257581266e-02 3.5399178968e+00
1.5272346145e-02 3.5473125151e+00
1.6288126296e-02 3.9852338979e+00
1.7304922736e-02 3.9946272091e+00
1.8322736481e-02 4.4944764237e+00
1.9341568548e-02 4.4283780600e+00
2.0361419958e-02 5.0143441099e+00
2.1382291728e-02 4.8372054758e+00
2.2404184882e-02 5.5433943501e+00
2.3427100439e-02 5.2776926862e+00
2.4451039424e-02 6.0226622171e+00
2.5476002859e-02 5.7127453416e+00
2.6501991771e-02 6.4482373744e+00
2.7529007185e-02 6.2191820393e+00
2.8557050128e-02 6.8653711388e+00
2.9586121628e-02 6.7464099512e+00
3.0616222715e-02 7.2172927877e+00
3.1647354417e-02 7.2470716772e+00
3.2679517767e-02 7.6368323798e+00
3.3712713797e-02 7.7261915572e+00
3.4746943539e-02 8.0337376661e+00
3.5782208029e-02 8.2036326137e+00
3.6818508301e-02 8.3636248968e+00
3.7855845391e-02 8.7085916642e+00
3.8894220337e-02 8.6918789413e+00
3.9933634178e-02 9.1593130109e+00
4.0974087952e-02 9.0856660533e+00
4.2015582701e-02 9.5967803590e+00
4.3058119465e-02 9.5130527907e+00
4.4101699288e-02 1.0031377698e+01
4.5146323212e-02 9.9097431097e+00
4.6191992282e-02 1.0396240487e+01
4.7238707545e-02 1.0298162140e+01
4.8286470047e-02 1.0809118499e+01
4.9335280835e-02 1.0583599920e+01
5.0385140958e-02 1.1196945751e+01
5.1436051467e-02 1.1031711022e+01
5.2488013411e-02 1.1542554058e+01
5.3541027844e-02 1.1389312480e+01
5.4595095818e-02 1.1838895290e+01
5.5650218387e-02 1.1942530887e+01
5.6706396607e-02 1.2018432274e+01
5.7763631533e-02 1.2385193544e+01
5.8821924223e-02 1.2329233226e+01
5.9881275734e-02 1.2780353696e+01
6.0941687127e-02 1.2516460874e+01
6.2003159462e-02 1.3162145421e+01
6.3065693800e-02 1.2853781354e+01
6.4129291204e-02 1.3395792512e+01
6.5193952737e-02 1.3292259918e+01
6.6259679465e-02 1.3672555350e+01
6.7326472452e-02 1.3657991966e+01
6.8394332765e-02 1.3818372803e+01
6.9463261473e-02 1.4133709291e+01
7.0533259645e-02 1.3933558807e+01
7.1604328350e-02 1.4411402182e+01
7.2676468659e-02 1.4291277717e+01
7.3749681644e-02 1.4592671533e+01
7.4823968380e-02 1.4671551855e+01
7.5899329939e-02 1.4820928049e+01
7.6975767398e-02 1.4888228173e+01
7.8053281833e-02 1.4852898057e+01
7.9131874321e-02 1.5268025714e+01
8.0211545942e-02 1.4960012107e+01
8.1292297773e-02 1.5473193549e+01
8.2374130898e-02 1.5482817278e+01
8.3457046396e-02 1.5384959169e+01
8.4541045352e-02 1.5774550627e+01
8.5626128848e-02 1.5660701925e+01
8.6712297971e-02 1.5956222277e+01
8.7799553806e-02 1.5842905817e+01
8.8887897441e-02 1.5896521563e+01
8.9977329964e-02 1.6218722280e+01
9.1067852465e-02 1.5815608550e+01
9.2159466033e-02 1.6375954321e+01
9.3252171761e-02 1.6213371125e+01
9.4345970741e-02 1.6304853908e+01
9.5440864067e-02 1.6598188153e+01
9.6536852834e-02 1.6341127189e+01
9.7633938138e-02 1.6607414914e+01
9.8732121076e-02 1.6443454755e+01
9.9831402747e-02 1.6344049967e+01
1.0093178425e-01 1.6800341502e+01
1.0203326668e-01 1.6596243280e+01
1.0313585115e-01 1.6751109028e+01
1.0423953875e-01 1.6702266674e+01
1.0534433059e-01 1.6427091704e+01
1.0645022778e-01 1.6704409714e+01
1.0755723142e-01 1.6566096790e+01
1.0866534261e-01 1.6632848831e+01
1.0977456247e-01 1.6638127807e+01
1.1088489211e-01 1.6636171397e+01
1.1199633263e-01 1.6617515296e+01
1.1310888514e-01 1.6618925982e+01
1.1422255077e-01 1.6322857771e+01
1.1533733062e-01 1.5992729611e+01
1.1645322580e-01 1.4917615253e+01
1.1757023744e-01 1.2639910759e+01
1.1868836665e-01 9.8521129503e+00
1.1980761455e-01 6.6627074461e+00
