# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_5.0e10_sxy_0_sxz_0_syz_0/W/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 41.02325348805526
# strain stress
0.0000000000e+00 0.0000000000e+00
7.4694581677e-04 1.6172376352e-01
1.0804619831e-02 3.4457349867e+00
2.0963375150e-02 6.7275472342e+00
3.1224227657e-02 1.0216754129e+01
4.1588203446e-02 1.3042303400e+01
5.2056338924e-02 1.5997112948e+01
6.2629680912e-02 1.8626787519e+01
7.3309286754e-02 2.0703698591e+01
8.4096224419e-02 2.3186746289e+01
9.4991572609e-02 2.5107373981e+01
1.0599642087e-01 2.6441616470e+01
1.1711186969e-01 2.7688634197e+01
1.2833903064e-01 2.7639989757e+01
1.3967902642e-01 2.7077296429e+01
1.5113299106e-01 2.4386047085e+01
1.6270206996e-01 1.7116023360e+01
1.7438742003e-01 9.7491565671e+00
1.8619020982e-01 4.7997960924e+00
1.9811161962e-01 1.4027396986e+00
2.1015284159e-01 2.3138917915e-02
2.2231507984e-01 -4.6954746328e-01
