# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e11_sxy_0_sxz_0_syz_0/Ni/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 42.42777125529733
# strain stress
0.0000000000e+00 0.0000000000e+00
1.7709770711e-02 2.1143522264e+00
3.8268871837e-02 4.5500028530e+00
5.9243294357e-02 7.1978214463e+00
8.0641428317e-02 1.0001820187e+01
1.0247183326e-01 1.2721070746e+01
1.2474324163e-01 1.5617633258e+01
1.4746456230e-01 1.7983235280e+01
1.7064488409e-01 1.8866558389e+01
1.9429347944e-01 1.3225804285e+01
2.1841980811e-01 1.1909483610e+01
