# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e11_sxy_0_sxz_0_syz_0/Al/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 40.49126978763393
# strain stress
0.0000000000e+00 0.0000000000e+00
1.7810992171e-02 1.1567104222e+00
3.8372138106e-02 2.4861666197e+00
5.9348646743e-02 3.4556590254e+00
8.0748908962e-02 4.1399168139e+00
1.0258148516e-01 4.5620746034e+00
1.2485510864e-01 5.0064678587e+00
1.4757868918e-01 5.4430228859e+00
1.7076131648e-01 5.5987183372e+00
1.9441226393e-01 5.1455862807e+00
2.1854099220e-01 3.5214790259e+00
