step time_ps strain stress_z_GPa stress_x_GPa stress_y_GPa temp_K lx_A ly_A lz_A
1000 1 2.77403032044128e-16 -1.96398655013388 0.975039559385649 0.755014707491564 956.92328861436 21.1711752787893 14.1285639777204 25.6140940682678
2000 2 0.00500000000000039 -2.29197316930586 0.0665054260611296 0.10572066458456 973.024623497507 21.0518544085732 14.0282464870929 25.7421645386091
3000 3 0.0100000000000002 -2.70805212243528 -0.476432042074603 -0.662849720676809 980.351768312296 20.9757186095234 13.9707145946839 25.8702350089505
4000 4 0.0150000000000004 -2.15355564769764 -0.34620920260486 -0.457391123660158 970.640950388632 20.9216005242618 13.9626777950145 25.9983054792918
5000 5 0.0200000000000002 -0.961973468948386 0.657547588947107 0.683400994470598 1007.52871083021 20.9076819429496 14.0516538222707 26.1263759496332
6000 6 0.0250000000000003 -1.78021769788592 -0.255759768970249 0.0942052444916586 991.241020505018 20.8149216222177 13.9911510184728 26.2544464199745
7000 7 0.0300000000000001 -0.901213244520753 -0.0548289158895245 0.128415005230897 980.185886434455 20.7205696749894 13.9861415208167 26.3825168903158
8000 8 0.0350000000000003 -0.57518689604667 0.185399129459916 0.679608165906401 964.995552516779 20.6215130799482 14.0276396869036 26.5105873606572
9000 9 0.0400000000000004 -0.485616282168021 -0.150651394829595 0.667980378614276 934.723706256125 20.3629100079893 14.1657417899993 26.6386578309985
10000 10 0.0450000000000002 -0.954555707871221 -0.433315714494838 0.0317652009363222 956.5463018737 20.5122124999622 13.9412343392945 26.7667283013399
11000 11 0.0500000000000003 -0.609818389788692 -0.163770530155597 -0.208471386043339 1012.82748033938 20.6132913060119 13.7793847716791 26.8947987716812
12000 12 0.0550000000000002 -0.69100117670801 -0.148370413650991 -0.625691501223274 1032.78850780608 20.6034062869712 13.7278466080295 27.0228692420225
13000 13 0.0600000000000003 -0.326391460075167 0.456609400416404 -0.373229136701296 962.956176237653 20.7005293748111 13.6553919782867 27.1509397123639
14000 14 0.0650000000000004 0.602975192020209 0.862908655961781 0.415704900588948 1086.61692761894 20.5425578494184 13.7588317420028 27.2790101827052
15000 15 0.0700000000000003 -0.221408502607219 -0.596473761050277 -0.30089583683957 981.077458437012 20.2667446386993 13.7471348763035 27.4070806530466
16000 16 0.0750000000000004 -0.276577304420635 -0.740186246291248 -0.353075272826163 1027.67666797196 20.2163361821852 13.7062065489568 27.5351511233879
17000 17 0.0800000000000002 1.08897221572602 0.811993042436266 0.609940181292253 1003.13627820822 20.2849745553873 13.7611451854953 27.6632215937292
18000 18 0.0850000000000003 1.01448421110342 0.575585881431145 0.461917786182966 1027.73679878463 20.3690015159102 13.6334502572225 27.7912920640706
19000 19 0.0900000000000003 1.17233762387013 0.800870943622324 -0.206856180695573 993.982822229027 20.4552410118989 13.4961198652752 27.9193625344119
20000 20 0.0950000000000003 1.44408514200961 0.735920283196922 0.733059335668605 1001.73031581698 20.2424264787847 13.6436911700122 28.0474330047532
21000 21 0.1 0.727234853148248 -0.46562424439385 0.258346472093825 1051.92924090558 19.9215099616991 13.6865861800975 28.1755034750946
22000 22 0.105 1.09980477663149 0.0658847479678578 0.382180060983115 1032.54440905441 19.969282034466 13.6665324190342 28.3035739454359
23000 23 0.11 1.03758411506658 0.430722901057863 -0.105112973296919 970.914244657908 20.1933293231364 13.4325860424163 28.4316444157773
24000 24 0.115 1.25417634173625 0.584005206870614 -0.234813084051773 919.252527767697 20.1256543039577 13.439768981637 28.5597148861186
25000 25 0.12 1.39193795818479 -0.200595627498894 0.242256874068139 1000.98053050742 19.9233181543632 13.5009093577044 28.6877853564599
26000 26 0.125 1.52447821899043 0.510518802965207 0.121886608838082 970.550651813218 19.9027141934223 13.4751181323844 28.8158558268013
27000 27 0.13 1.01650682590007 0.257579313783527 0.0507975372988141 1044.90572488202 19.9168098263228 13.4325636832365 28.9439262971426
28000 28 0.135 1.22340367442965 0.179369981302558 -0.269822011196472 953.920857278844 19.8699888324281 13.3441073618429 29.071996767484
29000 29 0.14 0.836421863223045 -0.977614191806034 -0.288088983153592 1086.67631875485 19.5852032498905 13.4009931889291 29.2000672378253
30000 30 0.145 0.484748427951881 -0.813816734792197 -0.903285900724669 982.473220979988 19.6916442511485 13.2899644173297 29.3281377081666
31000 31 0.15 1.98555647660081 0.755164204115451 0.757301165889351 1049.09717927618 19.7610851205062 13.3665042591581 29.456208178508
32000 32 0.155 1.87406282216951 0.379790499401631 0.609992918146031 1005.71839052511 19.5889345124687 13.3909462079529 29.5842786488493
33000 33 0.16 -0.449599861863586 -1.43095881784937 -1.919399973975 1052.44977695847 19.4874835960101 13.1791232771183 29.7123491191907
34000 34 0.165 0.847749866607586 -0.826511133192615 -0.15741318600292 1010.56304318502 19.4959232132428 13.2177190503571 29.840419589532
35000 35 0.17 1.04652917979376 0.0222749787581723 -0.618057717537168 1034.14971947186 19.5972546739472 13.1764853739793 29.9684900598733
36000 36 0.175 1.7310247237895 0.207789627584345 1.1877795954696 962.426772148171 19.3293662163709 13.3653365235478 30.0965605302147
37000 37 0.18 1.05146679935416 -0.116279934541569 -0.245252103394663 973.433164700844 19.3752566778901 13.1559452188948 30.224631000556
