# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_5.0e9_sxy_0_sxz_0_syz_0/W/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 41.05040528783525
# strain stress
1.3057313425e-01 2.6397617427e+01
1.3170427286e-01 2.4812799904e+01
1.3283654318e-01 2.1606056450e+01
1.3396994633e-01 1.7010677739e+01
1.3510448345e-01 1.3497269290e+01
1.3624015567e-01 9.8920965480e+00
1.3737696414e-01 9.6427557954e+00
1.3851490998e-01 1.3377805640e+01
1.3965399434e-01 1.4897973769e+01
1.4079421835e-01 1.6049699120e+01
1.4193558315e-01 1.6735333877e+01
1.4307808990e-01 1.7234294104e+01
1.4422173972e-01 1.7517987134e+01
1.4536653376e-01 1.7762368182e+01
1.4651247316e-01 1.7755456101e+01
1.4765955909e-01 1.8325314937e+01
1.4880779267e-01 1.8563457556e+01
1.4995717505e-01 1.8349891318e+01
1.5110770740e-01 1.8944841586e+01
1.5225939085e-01 1.9316194000e+01
1.5341222656e-01 1.9566640812e+01
1.5456621569e-01 1.9703919201e+01
1.5572135938e-01 1.9653109938e+01
1.5687765879e-01 2.0343675090e+01
1.5803511508e-01 2.0534969706e+01
1.5919372941e-01 2.0599897619e+01
1.6035350293e-01 2.0863530964e+01
1.6151443680e-01 2.0688658448e+01
1.6267653219e-01 2.1294228430e+01
1.6383979025e-01 2.1781699717e+01
1.6500421216e-01 2.1679105347e+01
1.6616979907e-01 2.1960436819e+01
1.6733655215e-01 2.1980562413e+01
1.6850447256e-01 2.2143474869e+01
1.6967356148e-01 2.2523616383e+01
1.7084382007e-01 2.2422072871e+01
1.7201524951e-01 2.2862915463e+01
1.7318785096e-01 2.2895426638e+01
1.7436162560e-01 2.3157427447e+01
1.7553657461e-01 2.3231944969e+01
1.7671269914e-01 2.2992302706e+01
1.7789000040e-01 2.3454212543e+01
1.7906847954e-01 2.3699670328e+01
1.8024813775e-01 2.4128386595e+01
1.8142897621e-01 2.4302247399e+01
1.8261099609e-01 2.4071125617e+01
1.8379419859e-01 2.4269832584e+01
1.8497858489e-01 2.4266364995e+01
1.8616415616e-01 2.4612274969e+01
1.8735091359e-01 2.4822849339e+01
1.8853885838e-01 2.4692931411e+01
1.8972799171e-01 2.5340751545e+01
1.9091831476e-01 2.5172942667e+01
1.9210982873e-01 2.5011855719e+01
1.9330253482e-01 2.5219036502e+01
1.9449643420e-01 2.4989930101e+01
1.9569152808e-01 2.5123019784e+01
1.9688781766e-01 2.5161823037e+01
1.9808530412e-01 2.5433016365e+01
1.9928398866e-01 2.5382660637e+01
2.0048387249e-01 2.4937533339e+01
2.0168495681e-01 2.5087423725e+01
2.0288724281e-01 2.4077244203e+01
2.0409073169e-01 2.3371474796e+01
2.0529542467e-01 2.1891256574e+01
2.0650132295e-01 2.0085766270e+01
2.0770842772e-01 1.7750220291e+01
2.0891674020e-01 1.4921139539e+01
2.1012626160e-01 1.1477482706e+01
2.1133699313e-01 1.0269951811e+01
2.1254893599e-01 1.2316857336e+01
2.1376209141e-01 1.3460618595e+01
2.1497646058e-01 1.3444985776e+01
2.1619204473e-01 1.3176970386e+01
2.1740884508e-01 1.4305845516e+01
2.1862686283e-01 1.4595774213e+01
2.1984609921e-01 1.4151686121e+01
2.2106655543e-01 1.4963649317e+01
2.2228823273e-01 1.5008591833e+01
