# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_5.0e10_sxy_0_sxz_0_syz_0/Zr/hcp_0001/stress_info.dat
# axis z
# fit_points 5
# l0 41.68581940223756
# strain stress
0.0000000000e+00 0.0000000000e+00
3.6796576327e-03 3.3234243417e-01
1.3766805891e-02 1.4160034317e+00
2.3955331675e-02 2.5067937750e+00
3.4246253845e-02 3.4881553753e+00
4.4640601502e-02 4.5079365133e+00
5.5139414090e-02 5.5305540676e+00
6.5743741499e-02 6.6415914025e+00
7.6454644170e-02 7.7647337802e+00
8.7273193202e-02 8.6863219096e+00
9.8200470460e-02 9.5355735610e+00
1.0923756868e-01 1.0179229038e+01
1.2038559158e-01 1.0734593630e+01
1.3164565398e-01 1.1293708301e+01
1.4301888188e-01 1.1730584273e+01
1.5450641262e-01 1.1672924861e+01
1.6610939497e-01 1.0561979422e+01
1.7782898923e-01 7.4500172555e+00
1.8966636736e-01 4.4814284617e+00
2.0162271313e-01 3.8355611934e+00
2.1369922217e-01 3.1571614809e+00
2.2589710214e-01 2.9851731168e+00
