# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e11_sxy_0_sxz_0_syz_0/Nb/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 43.10425053343639
# strain stress
0.0000000000e+00 0.0000000000e+00
2.9809346564e-03 -6.1145659960e-02
2.3242493558e-02 4.7508447402e+00
4.3913363100e-02 9.1363703725e+00
6.5001811906e-02 1.2861571776e+01
8.6516275638e-02 1.5492018462e+01
1.0846536037e-01 1.7097038007e+01
1.3085784602e-01 1.6815516636e+01
1.5370268989e-01 1.3953960838e+01
1.7700903022e-01 8.9123080018e+00
2.0078618985e-01 5.2436747812e+00
2.2504367997e-01 3.6390329110e+00
