# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_5.0e10_sxy_0_sxz_0_syz_0/Ta/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 43.21993054005505
# strain stress
0.0000000000e+00 0.0000000000e+00
2.0939493709e-03 3.7578501456e-01
1.2165160996e-02 1.2847800320e+00
2.2337589981e-02 2.3333958355e+00
3.2612253577e-02 3.9438129283e+00
4.2990179258e-02 4.7814104247e+00
5.3472404827e-02 6.3335600911e+00
6.4059978514e-02 7.7403200978e+00
7.4753959086e-02 8.7505250515e+00
8.5555415949e-02 1.0748363228e+01
9.6465429258e-02 1.1606511298e+01
1.0748509002e-01 1.3159091552e+01
1.1861550022e-01 1.3929722539e+01
1.2985777290e-01 1.4878419489e+01
1.4121303230e-01 1.4949083510e+01
1.5268241395e-01 1.4367361573e+01
1.6426706481e-01 1.1904396494e+01
1.7596814334e-01 8.9421868134e+00
1.8778681967e-01 6.7066466734e+00
1.9972427567e-01 4.9411690959e+00
2.1178170509e-01 4.3130112863e+00
2.2396031370e-01 3.3366799415e+00
