# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e9_sxy_0_sxz_0_syz_0/Zr/hcp_0001/stress_info.dat
# axis z
# fit_points 5
# l0 41.80280759061324
# strain stress
0.0000000000e+00 0.0000000000e+00
7.0630786070e-05 -3.4621773946e-02
2.7066491497e-04 -2.8370428840e-02
4.7073905470e-04 5.7457284739e-02
6.7085321326e-04 1.4103456308e-01
8.7100739866e-04 2.6497370533e-01
1.0712016189e-03 2.8488873174e-01
1.2714358820e-03 2.6341790615e-01
1.4717101959e-03 2.3566776600e-01
1.6720245687e-03 1.4895497257e-01
1.8723790084e-03 1.4924425085e-01
2.0727735230e-03 2.0846323556e-01
2.2732081205e-03 3.4270725073e-01
2.4736828089e-03 4.1433739672e-01
2.6741975963e-03 4.1582723798e-01
2.8747524906e-03 3.2142876262e-01
3.0753475000e-03 3.1459250528e-01
3.2759826323e-03 3.4942548266e-01
3.4766578957e-03 4.9080493525e-01
3.6773732981e-03 5.3631696198e-01
3.8781288477e-03 5.3577674770e-01
4.0789245524e-03 4.9188355982e-01
4.2797604202e-03 4.6891368027e-01
4.4806364592e-03 4.1531943942e-01
4.6815526774e-03 4.6721595554e-01
4.8825090830e-03 5.5205936715e-01
5.0835056838e-03 6.8289724746e-01
5.2845424879e-03 6.9339507121e-01
5.4856195034e-03 7.3064189474e-01
5.6867367384e-03 6.6870213955e-01
5.8878942008e-03 6.8037989118e-01
6.0890918988e-03 7.0621096656e-01
6.2903298403e-03 7.0870752063e-01
6.4916080334e-03 7.9722383160e-01
6.6929264862e-03 8.4794686088e-01
6.8942852067e-03 9.3106782369e-01
7.0956842029e-03 8.7396748328e-01
7.2971234830e-03 8.3223820343e-01
7.4986030550e-03 8.6102989767e-01
7.7001229269e-03 8.6101727969e-01
7.9016831069e-03 9.6138969103e-01
8.1032836029e-03 9.8066376821e-01
8.3049244230e-03 1.0232590409e+00
8.5066055753e-03 1.0328410432e+00
8.7083270679e-03 1.0369370638e+00
8.9100889088e-03 1.0731119649e+00
9.1118911062e-03 1.0511888324e+00
9.3137336680e-03 1.0983944047e+00
9.5156166023e-03 1.1264462937e+00
9.7175399173e-03 1.0773877672e+00
9.9195036210e-03 1.1065578907e+00
1.0121507721e-02 1.1497591461e+00
1.0323552227e-02 1.2666597274e+00
1.0525637145e-02 1.3395572104e+00
1.0727762484e-02 1.2710032262e+00
1.0929928253e-02 1.3077565786e+00
1.1132134458e-02 1.2776513835e+00
1.1334381109e-02 1.2606828408e+00
1.1536668213e-02 1.2936072649e+00
1.1738995779e-02 1.3508489644e+00
1.1941363814e-02 1.3355552721e+00
1.2143772327e-02 1.3641806555e+00
1.2346221326e-02 1.5106225508e+00
1.2548710819e-02 1.5099729791e+00
1.2751240813e-02 1.5323267131e+00
1.2953811318e-02 1.5207320144e+00
1.3156422340e-02 1.5206245270e+00
1.3359073889e-02 1.5473551156e+00
1.3561765973e-02 1.5743964953e+00
1.3764498598e-02 1.6453915889e+00
1.3967271775e-02 1.6575879632e+00
1.4170085510e-02 1.6296088835e+00
1.4372939812e-02 1.6737231222e+00
1.4575834688e-02 1.6204536064e+00
1.4778770148e-02 1.6385754316e+00
1.4981746199e-02 1.8069744364e+00
1.5184762849e-02 1.8655468620e+00
1.5387820107e-02 1.8681117344e+00
1.5590917980e-02 1.8248107306e+00
1.5794056477e-02 1.7965645308e+00
1.5997235605e-02 1.7585870810e+00
1.6200455374e-02 1.7607688323e+00
1.6403715790e-02 1.8862881140e+00
1.6607016863e-02 1.9808563600e+00
1.6810358600e-02 2.0135149097e+00
1.7013741009e-02 1.9613962452e+00
1.7217164099e-02 1.9081566062e+00
1.7420627877e-02 1.9022202557e+00
1.7624132353e-02 1.9953108283e+00
1.7827677533e-02 2.0768289679e+00
1.8031263426e-02 2.1553189348e+00
1.8234890041e-02 2.0910473969e+00
1.8438557385e-02 2.1085170999e+00
1.8642265467e-02 2.1019461255e+00
1.8846014294e-02 2.0792026355e+00
1.9049803875e-02 2.1112766280e+00
1.9253634218e-02 2.2022813024e+00
1.9457505332e-02 2.2647643851e+00
1.9661417223e-02 2.2602456760e+00
1.9865369901e-02 2.2419474708e+00
2.0069363374e-02 2.2791334145e+00
2.0273397649e-02 2.3408306887e+00
2.0477472736e-02 2.3822525987e+00
2.0681588641e-02 2.3962266082e+00
2.0885745374e-02 2.3986507996e+00
2.1089942942e-02 2.3664400006e+00
2.1294181354e-02 2.3972385936e+00
2.1498460617e-02 2.4952354531e+00
2.1702780741e-02 2.4939817907e+00
2.1907141732e-02 2.5654393629e+00
2.2111543600e-02 2.5287532778e+00
2.2315986352e-02 2.5366118544e+00
2.2520469997e-02 2.4892764779e+00
2.2724994543e-02 2.5615697657e+00
2.2929559998e-02 2.6278030520e+00
2.3134166370e-02 2.7215576934e+00
2.3338813667e-02 2.6463680640e+00
2.3543501898e-02 2.6552354001e+00
2.3748231071e-02 2.6954062440e+00
2.3953001193e-02 2.7231419111e+00
2.4157812274e-02 2.7892792971e+00
2.4362664321e-02 2.7660209259e+00
2.4567557342e-02 2.7810841929e+00
2.4772491347e-02 2.8427433450e+00
2.4977466342e-02 2.8605428727e+00
2.5182482336e-02 2.8774666660e+00
2.5387539337e-02 2.8130995123e+00
2.5592637354e-02 2.8088116415e+00
2.5797776395e-02 2.8502446897e+00
2.6002956468e-02 2.9742771307e+00
2.6208177580e-02 3.0702681468e+00
2.6413439741e-02 3.1243610051e+00
2.6618742959e-02 3.0950095865e+00
