# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_1.0e10_sxy_0_sxz_0_syz_0/Ta/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 43.3748270907652
# strain stress
0.0000000000e+00 0.0000000000e+00
5.9717374241e-04 4.7966157740e-02
2.6003706190e-03 5.1140328150e-01
4.6075778985e-03 1.1087689563e+00
6.6188036096e-03 6.2668762036e-01
8.6340557972e-03 1.4420833272e+00
1.0653342522e-02 1.5882719222e+00
1.2676671862e-02 1.4195420320e+00
1.4704051910e-02 2.3431169465e+00
1.6735490776e-02 2.1487694498e+00
1.8770996585e-02 2.3294209163e+00
2.0810577479e-02 3.1091867841e+00
2.2854241617e-02 2.5953996673e+00
2.4901997173e-02 3.5010717195e+00
2.6953852339e-02 3.4290125139e+00
2.9009815321e-02 3.4650333630e+00
3.1069894344e-02 4.2929460398e+00
3.3134097648e-02 3.9354851156e+00
3.5202433490e-02 4.6238179923e+00
3.7274910142e-02 4.7534001642e+00
3.9351535896e-02 4.7887167796e+00
4.1432319058e-02 5.5171350384e+00
4.3517267950e-02 5.2477355715e+00
4.5606390912e-02 5.8731448221e+00
4.7699696302e-02 6.0638096669e+00
4.9797192491e-02 6.0341180480e+00
5.1898887871e-02 6.8846647055e+00
5.4004790848e-02 6.5118014437e+00
5.6114909845e-02 7.3196125229e+00
5.8229253303e-02 7.2309152079e+00
6.0347829680e-02 7.6580090425e+00
6.2470647450e-02 7.9274543892e+00
6.4597715103e-02 8.0729668886e+00
6.6729041149e-02 8.6164828487e+00
6.8864634112e-02 8.5926751167e+00
7.1004502536e-02 9.1607268635e+00
7.3148654979e-02 9.1467727707e+00
7.5297100017e-02 9.6527472985e+00
7.7449846246e-02 9.9663595685e+00
7.9606902276e-02 1.0007967456e+01
8.1768276734e-02 1.0606257025e+01
8.3933978267e-02 1.0628434467e+01
8.6104015538e-02 1.1064763373e+01
8.8278397226e-02 1.1179747353e+01
9.0457132029e-02 1.1598794433e+01
9.2640228662e-02 1.1712714020e+01
9.4827695857e-02 1.2067361566e+01
9.7019542365e-02 1.2348540423e+01
9.9215776952e-02 1.2507024553e+01
1.0141640840e-01 1.2858408574e+01
1.0362144552e-01 1.2970494585e+01
1.0583089713e-01 1.3333665426e+01
1.0804477206e-01 1.3494128741e+01
1.1026307917e-01 1.3696801718e+01
1.1248582734e-01 1.3848860601e+01
1.1471302545e-01 1.4071037806e+01
1.1694468241e-01 1.4181966119e+01
1.1918080716e-01 1.4444121615e+01
1.2142140862e-01 1.4445315752e+01
1.2366649578e-01 1.4509755524e+01
1.2591607760e-01 1.4570182254e+01
1.2817016309e-01 1.4774330299e+01
1.3042876127e-01 1.4432337231e+01
1.3269188115e-01 1.4553783043e+01
1.3495953181e-01 1.4223643558e+01
1.3723172231e-01 1.3639423182e+01
1.3950846173e-01 1.2714837705e+01
1.4178975919e-01 1.1224447288e+01
1.4407562381e-01 9.6255515672e+00
1.4636606474e-01 7.3677315471e+00
1.4866109113e-01 6.0031628910e+00
1.5096071217e-01 4.6718565986e+00
1.5326493705e-01 4.0861563272e+00
1.5557377499e-01 3.6045223165e+00
1.5788723523e-01 3.2672570297e+00
1.6020532702e-01 2.8049431467e+00
1.6252805963e-01 2.6969491016e+00
1.6485544236e-01 2.8104602236e+00
1.6718748451e-01 2.9422386443e+00
1.6952419541e-01 3.1073313501e+00
1.7186558441e-01 2.6991749336e+00
1.7421166087e-01 2.7059160548e+00
1.7656243418e-01 2.9231825120e+00
1.7891791374e-01 2.6637927549e+00
1.8127810898e-01 2.8437181099e+00
1.8364302933e-01 3.0932368459e+00
1.8601268425e-01 2.5031262863e+00
1.8838708323e-01 2.4449734520e+00
1.9076623576e-01 2.2103814307e+00
1.9315015135e-01 2.2891313534e+00
1.9553883954e-01 1.8167279434e+00
1.9793230990e-01 1.2935600449e+00
2.0033057198e-01 1.2663981384e+00
2.0273363538e-01 1.1427896053e+00
2.0514150973e-01 7.7763778398e-01
2.0755420464e-01 9.4605774511e-01
2.0997172976e-01 1.0534139828e+00
2.1239409478e-01 1.2822864866e+00
2.1482130938e-01 1.1162907412e+00
2.1725338326e-01 9.8837380512e-01
2.1969032616e-01 1.6211077896e+00
