# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_5.0e10_sxy_0_sxz_0_syz_0/Nb/bcc_001/stress_info.dat
# axis z
# fit_points 5
# l0 43.2179983093797
# strain stress
0.0000000000e+00 0.0000000000e+00
6.5868201633e-04 7.6811352228e-02
1.0715468965e-02 2.3984359620e+00
2.0873328302e-02 4.7853712091e+00
3.1133275824e-02 7.1156057512e+00
4.1496337532e-02 9.1685008711e+00
5.1963549741e-02 1.1238787470e+01
6.2535959183e-02 1.2740172215e+01
7.3214623106e-02 1.4477453612e+01
8.4000609385e-02 1.5376948132e+01
9.4894996629e-02 1.6423393532e+01
1.0589887428e-01 1.6885521315e+01
1.1701334275e-01 1.6739138980e+01
1.2823951348e-01 1.6418959837e+01
1.3957850910e-01 1.3932182831e+01
1.5103146352e-01 9.7961676529e+00
1.6259952205e-01 5.9065455819e+00
1.7428384150e-01 4.6629710077e+00
1.8608559031e-01 2.8847685569e+00
1.9800594867e-01 1.6319824126e+00
2.1004610862e-01 1.7506642946e+00
2.2220727419e-01 1.6596114745e+00
