# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_5.0e9_sxy_0_sxz_0_syz_0/Cu/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 43.79482373465262
# strain stress
0.0000000000e+00 0.0000000000e+00
4.4851754499e-04 4.8936831272e-02
1.4494664536e-03 2.3282869934e-01
2.4514168117e-03 3.5492900087e-01
3.4543696214e-03 4.9446257485e-01
4.4583258854e-03 5.9663515568e-01
5.4632866079e-03 6.3616914324e-01
6.4692527938e-03 5.8231064274e-01
7.4762254490e-03 4.1082885380e-01
8.4842055805e-03 4.4700511999e-01
9.4931941963e-03 3.4767077698e-01
1.0503192305e-02 4.1959032754e-01
1.1514200918e-02 4.8143598890e-01
1.2526221044e-02 6.5148290660e-01
1.3539253697e-02 8.4965427335e-01
1.4553299890e-02 1.0959489203e+00
1.5568360635e-02 1.2356526253e+00
1.6584436949e-02 1.4528231131e+00
1.7601529848e-02 1.5374974361e+00
1.8619640348e-02 1.5981509849e+00
1.9638769468e-02 1.6308072917e+00
2.0658918227e-02 1.6535128242e+00
2.1680087645e-02 1.6107099892e+00
2.2702278743e-02 1.6464272860e+00
2.3725492543e-02 1.5152538762e+00
2.4749730069e-02 1.6204576446e+00
2.5774992345e-02 1.7864132927e+00
2.6801280396e-02 1.8403324096e+00
2.7828595248e-02 1.9477326690e+00
2.8856937929e-02 2.1454378714e+00
2.9886309467e-02 2.3361189541e+00
3.0916710891e-02 2.4245635845e+00
3.1948143232e-02 2.5308919611e+00
3.2980607522e-02 2.6609016497e+00
3.4014104792e-02 2.8181119098e+00
3.5048636076e-02 2.9184256876e+00
3.6084202409e-02 3.0494677711e+00
3.7120804826e-02 3.0291896672e+00
3.8158444364e-02 3.1644553659e+00
3.9197122061e-02 3.2310282965e+00
4.0236838955e-02 3.2008367527e+00
4.1277596086e-02 3.2016096338e+00
4.2319394494e-02 3.3200715695e+00
4.3362235222e-02 3.2887492759e+00
4.4406119312e-02 3.4587952937e+00
4.5451047809e-02 3.6086577627e+00
4.6497021756e-02 3.6986301482e+00
4.7544042201e-02 3.7756887861e+00
4.8592110190e-02 3.9901575540e+00
4.9641226771e-02 4.1429171779e+00
5.0691392993e-02 4.3198952393e+00
5.1742609907e-02 4.3451597255e+00
5.2794878564e-02 4.3816726863e+00
5.3848200015e-02 4.3959485611e+00
5.4902575315e-02 4.5207125275e+00
5.5958005518e-02 4.5673439562e+00
5.7014491678e-02 4.5639197323e+00
5.8072034853e-02 4.6818889089e+00
5.9130636101e-02 4.8001675667e+00
6.0190296479e-02 4.8812582842e+00
6.1251017047e-02 5.0588691851e+00
6.2312798866e-02 5.0387010815e+00
6.3375642999e-02 5.0931725890e+00
6.4439550507e-02 5.1955490930e+00
6.5504522455e-02 5.4240388869e+00
6.6570559907e-02 5.4386903576e+00
6.7637663930e-02 5.4950183313e+00
6.8705835591e-02 5.6970841317e+00
6.9775075957e-02 5.7066577949e+00
7.0845386099e-02 5.7228893848e+00
7.1916767086e-02 5.8122036730e+00
7.2989219991e-02 5.9269469344e+00
7.4062745884e-02 5.9624188664e+00
7.5137345840e-02 6.1321106333e+00
7.6213020934e-02 6.0822410164e+00
7.7289772241e-02 6.2143460977e+00
7.8367600838e-02 6.3833442148e+00
7.9446507802e-02 6.5093847298e+00
8.0526494213e-02 6.4478218447e+00
8.1607561151e-02 6.5216227678e+00
8.2689709696e-02 6.6231745483e+00
8.3772940931e-02 6.6855051060e+00
8.4857255939e-02 6.7801750168e+00
8.5942655805e-02 6.9193738781e+00
8.7029141613e-02 6.9214897146e+00
8.8116714450e-02 7.1036589790e+00
8.9205375404e-02 7.2389570334e+00
9.0295125564e-02 7.3335292243e+00
9.1385966019e-02 7.2830726348e+00
9.2477897860e-02 7.4274782488e+00
9.3570922179e-02 7.3566825348e+00
9.4665040069e-02 7.2419992512e+00
9.5760252624e-02 7.2840694052e+00
9.6856560939e-02 6.8335784438e+00
9.7953966111e-02 6.0542926438e+00
9.9052469237e-02 5.4477336876e+00
1.0015207142e-01 4.4095886194e+00
1.0125277375e-01 3.5260994691e+00
1.0235457733e-01 2.9603460232e+00
1.0345748327e-01 3.0971439728e+00
1.0456149267e-01 3.6198082676e+00
1.0566660662e-01 3.6452466490e+00
1.0677282625e-01 3.7801543409e+00
1.0788015264e-01 3.6505082146e+00
1.0898858692e-01 3.6115803435e+00
1.1009813019e-01 3.5388848221e+00
1.1120878355e-01 3.3595840356e+00
1.1232054813e-01 3.9458631766e+00
1.1343342502e-01 4.0877453633e+00
1.1454741535e-01 4.3067312316e+00
1.1566252022e-01 4.7291819664e+00
1.1677874076e-01 5.0248262355e+00
1.1789607807e-01 5.2367331049e+00
1.1901453329e-01 5.4872169102e+00
1.2013410751e-01 5.4654730152e+00
1.2125480188e-01 5.5542564635e+00
1.2237661749e-01 5.6753615797e+00
1.2349955548e-01 5.9193047654e+00
1.2462361698e-01 5.7773365378e+00
1.2574880309e-01 5.9929052099e+00
1.2687511496e-01 6.0743550353e+00
1.2800255370e-01 6.0187424819e+00
1.2913112044e-01 6.1058732688e+00
1.3026081632e-01 5.7710932185e+00
1.3139164245e-01 5.4591940640e+00
1.3252359998e-01 5.6307331535e+00
1.3365669003e-01 5.5166259174e+00
1.3479091374e-01 5.2864111916e+00
1.3592627223e-01 5.3088997538e+00
1.3706276666e-01 5.5419273964e+00
1.3820039815e-01 5.8421555755e+00
1.3933916784e-01 6.1365584686e+00
1.4047907686e-01 6.1353441357e+00
1.4162012637e-01 6.3374866101e+00
1.4276231750e-01 6.3050674312e+00
1.4390565139e-01 6.5009185235e+00
1.4505012918e-01 6.6231785604e+00
1.4619575203e-01 6.8772895255e+00
1.4734252107e-01 6.8980782915e+00
1.4849043745e-01 6.9512019599e+00
1.4963950232e-01 7.1764304449e+00
1.5078971684e-01 7.1747211323e+00
