# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_5.0e9_sxy_0_sxz_0_syz_0/Al/fcc_100/stress_info.dat
# axis z
# fit_points 5
# l0 40.5216346394076
# strain stress
0.0000000000e+00 0.0000000000e+00
2.2345270931e-04 1.2531293694e-01
1.2241764405e-03 2.8814553779e-01
2.2259013959e-03 3.2962610354e-01
3.2286285774e-03 1.5713123740e-01
4.2323589875e-03 1.6829084483e-01
5.2370936301e-03 3.7887472397e-01
6.2428335098e-03 6.8865097675e-01
7.2495796325e-03 9.3974856837e-01
8.2573330049e-03 8.8053017379e-01
9.2660946346e-03 7.2985783647e-01
1.0275865531e-02 6.5259613670e-01
1.1286646702e-02 7.3030265771e-01
1.2298439161e-02 9.5077877932e-01
1.3311243918e-02 1.1409395562e+00
1.4325061987e-02 1.2382614437e+00
1.5339894380e-02 1.2002204498e+00
1.6355742114e-02 1.1399664268e+00
1.7372606203e-02 1.1393550752e+00
1.8390487665e-02 1.2867264783e+00
1.9409387518e-02 1.6158360813e+00
2.0429306780e-02 1.7090947198e+00
2.1450246472e-02 1.6142273654e+00
2.2472207614e-02 1.6685004590e+00
2.3495191228e-02 1.5790458991e+00
2.4519198337e-02 1.6577917473e+00
2.5544229966e-02 1.8757815954e+00
2.6570287139e-02 2.0329433103e+00
2.7597370882e-02 1.9560713813e+00
2.8625482223e-02 2.0446724397e+00
2.9654622190e-02 2.0459201935e+00
3.0684791811e-02 2.0728620334e+00
3.1715992117e-02 2.1397219706e+00
3.2748224139e-02 2.2991910431e+00
3.3781488910e-02 2.3204125907e+00
3.4815787462e-02 2.2185457890e+00
3.5851120829e-02 2.2926007598e+00
3.6887490048e-02 2.5635791519e+00
3.7924896155e-02 2.6276283661e+00
3.8963340187e-02 2.5541309940e+00
4.0002823182e-02 2.5406831725e+00
4.1043346180e-02 2.5287948978e+00
4.2084910221e-02 2.7057141781e+00
