# source W/bcc/DPA3_7ele_cryfinal/298k/strain/001/sxx_0_syy_0_szz_5.0e10_sxy_0_sxz_0_syz_0.dat
# axis z
# fit_points 5
# l0 22.0555487589166
# strain stress
0.0000000000e+00 0.0000000000e+00
2.5813809404e-03 1.4044422425e+00
1.2657491334e-02 3.7551722306e+00
2.2834868321e-02 8.6379782830e+00
3.3114529647e-02 1.3077604937e+01
4.3497503287e-02 1.5133701456e+01
5.3984827547e-02 1.9901388948e+01
6.4577551168e-02 2.2224189828e+01
7.5276733432e-02 2.4291027733e+01
8.6083444264e-02 2.6695380586e+01
9.6998764347e-02 2.6303318544e+01
1.0802378522e-01 2.8530488696e+01
1.1915960939e-01 2.7101828322e+01
1.3040735046e-01 2.8439976263e+01
1.4176813321e-01 2.6789563052e+01
1.5324309372e-01 2.7574147189e+01
1.6483337950e-01 2.5756966253e+01
1.7654014959e-01 2.4748833266e+01
1.8836457467e-01 1.8251410713e+01
2.0030783720e-01 4.0852840810e+00
2.1237113152e-01 1.9116704745e-01
2.2455566396e-01 -1.0840047011e+01
