# source /gauss9/home/cityu/chefan/scratch/run/lammps/calc/DPA/3.1/DPA1_7ele_cry260226/straining/20_20_40/300K/nose_hoover/sxx_0_syy_0_szz_5.0e9_sxy_0_sxz_0_syz_0/Zr/hcp_0001/stress_info.dat
# axis z
# fit_points 5
# l0 41.77134229191377
# strain stress
0.0000000000e+00 0.0000000000e+00
2.0114770573e-04 4.0719409268e-02
1.2018491208e-03 1.1551244102e-01
2.2035517377e-03 2.3056735811e-01
3.2062565583e-03 2.6087634550e-01
4.2099645852e-03 4.4087913213e-01
5.2146768222e-03 5.3740035034e-01
6.2203942739e-03 6.6240039024e-01
7.2271179462e-03 8.1151507433e-01
8.2348488456e-03 9.8110360502e-01
9.2435879799e-03 1.0363728230e+00
1.0253336358e-02 1.0635515586e+00
1.1264094989e-02 1.2680914924e+00
1.2275864885e-02 1.4223050798e+00
1.3288647057e-02 1.5414738562e+00
1.4302442517e-02 1.6723752338e+00
1.5317252280e-02 1.6601224958e+00
1.6333077360e-02 1.6796596977e+00
1.7349918773e-02 1.8526485298e+00
1.8367777537e-02 2.0550862089e+00
1.9386654668e-02 2.2457979940e+00
2.0406551186e-02 2.3870245066e+00
2.1427468110e-02 2.3542706291e+00
2.2449406462e-02 2.4503399514e+00
2.3472367264e-02 2.4586124925e+00
2.4496351538e-02 2.6314258885e+00
2.5521360309e-02 2.8252437775e+00
2.6547394601e-02 2.9744801106e+00
2.7574455440e-02 3.1353879866e+00
2.8602543854e-02 3.2972177365e+00
2.9631660871e-02 3.3026105070e+00
3.0661807519e-02 3.3025209058e+00
3.1692984829e-02 3.3639891852e+00
3.2725193832e-02 3.5447371428e+00
3.3758435561e-02 3.7662921833e+00
3.4792711048e-02 3.9356239137e+00
3.5828021328e-02 3.9769124692e+00
3.6864367436e-02 3.9916073901e+00
3.7901750409e-02 4.1997850852e+00
3.8940171283e-02 4.2672808402e+00
3.9979631097e-02 4.4122608357e+00
4.1020130892e-02 4.5353395333e+00
4.2061671706e-02 4.6067751133e+00
4.3104254582e-02 4.6961255853e+00
4.4147880563e-02 4.7942788045e+00
4.5192550692e-02 4.9279870480e+00
4.6238266013e-02 4.9264939472e+00
4.7285027572e-02 5.0998281891e+00
4.8332836417e-02 5.2907236374e+00
4.9381693595e-02 5.4104081839e+00
5.0431600154e-02 5.4276183017e+00
5.1482557145e-02 5.5774567796e+00
5.2534565619e-02 5.6795918850e+00
5.3587626627e-02 5.7690301851e+00
5.4641741223e-02 5.9052606598e+00
5.5696910461e-02 5.9436982152e+00
5.6753135396e-02 5.9834281908e+00
5.7810417084e-02 6.1556806350e+00
5.8868756583e-02 6.2635500242e+00
5.9928154950e-02 6.3671876849e+00
6.0988613246e-02 6.4359278290e+00
6.2050132531e-02 6.4804796096e+00
6.3112713865e-02 6.6229316346e+00
6.4176358313e-02 6.7046181672e+00
6.5241066937e-02 6.8622541424e+00
6.6306840802e-02 7.0826497871e+00
6.7373680974e-02 7.0731532149e+00
6.8441588519e-02 7.0706201156e+00
6.9510564507e-02 7.1975961232e+00
7.0580610005e-02 7.2309328843e+00
7.1651726084e-02 7.2435043397e+00
7.2723913814e-02 7.3477199381e+00
7.3797174269e-02 7.5040429779e+00
7.4871508521e-02 7.5931300086e+00
7.5946917644e-02 7.6714052681e+00
7.7023402715e-02 7.7444372013e+00
7.8100964809e-02 7.8173464077e+00
7.9179605004e-02 7.9706439953e+00
8.0259324378e-02 7.9697806807e+00
8.1340124012e-02 8.0456686907e+00
8.2422004987e-02 8.0885937499e+00
8.3504968383e-02 8.2347548010e+00
8.4589015285e-02 8.2678901519e+00
8.5674146775e-02 8.3568608242e+00
8.6760363940e-02 8.5675001336e+00
8.7847667866e-02 8.6307429972e+00
8.8936059639e-02 8.6440445284e+00
9.0025540348e-02 8.6872091241e+00
9.1116111083e-02 8.8766759900e+00
9.2207772934e-02 8.8102575442e+00
9.3300526993e-02 9.0098327052e+00
9.4394374352e-02 9.0305219130e+00
9.5489316106e-02 9.1934241822e+00
9.6585353349e-02 9.2086530059e+00
9.7682487178e-02 9.2951092421e+00
9.8780718690e-02 9.3607315761e+00
9.9880048982e-02 9.4232510192e+00
1.0098047915e-01 9.3754259053e+00
1.0208201031e-01 9.4419168995e+00
1.0318464354e-01 9.5366791294e+00
1.0428837996e-01 9.5743388528e+00
1.0539322067e-01 9.6450678547e+00
1.0649916677e-01 9.7269038934e+00
1.0760621937e-01 9.7810143758e+00
1.0871437958e-01 9.8545983073e+00
1.0982364850e-01 9.9097171109e+00
1.1093402725e-01 9.8597448437e+00
1.1204551693e-01 9.7647606896e+00
1.1315811865e-01 9.3734797414e+00
1.1427183353e-01 8.4349739249e+00
1.1538666269e-01 6.0737300845e+00
1.1650260723e-01 3.4249684523e+00
1.1761966828e-01 1.5472892550e+00
1.1873784694e-01 6.0459376808e-01
1.1985714434e-01 1.1392956053e+00
1.2097756160e-01 1.9057464286e+00
1.2209909984e-01 2.0119628007e+00
1.2322176018e-01 1.6119147765e+00
1.2434554373e-01 1.3786058759e+00
1.2547045164e-01 1.6465265238e+00
1.2659648501e-01 2.2768106654e+00
1.2772364498e-01 2.9985500168e+00
1.2885193268e-01 2.7746699474e+00
1.2998134923e-01 2.2597480124e+00
1.3111189575e-01 1.8393973414e+00
1.3224357339e-01 1.9119064561e+00
1.3337638328e-01 2.3807953649e+00
1.3451032654e-01 2.4566536762e+00
1.3564540431e-01 2.3561293017e+00
1.3678161773e-01 2.2653603569e+00
1.3791896792e-01 2.2796160766e+00
1.3905745604e-01 2.4639535118e+00
1.4019708322e-01 2.6558384788e+00
1.4133785059e-01 2.6666564312e+00
1.4247975930e-01 2.5288467926e+00
1.4362281049e-01 2.4688942769e+00
1.4476700530e-01 2.5341932514e+00
1.4591234488e-01 2.5487548878e+00
1.4705883037e-01 2.2818050295e+00
1.4820646292e-01 2.1816628248e+00
1.4935524368e-01 2.2901545398e+00
1.5050517379e-01 2.4096048113e+00
1.5165625441e-01 2.6647083901e+00
1.5280848669e-01 2.5932187519e+00
1.5396187177e-01 2.3041620338e+00
1.5511641081e-01 2.0927783307e+00
1.5627210498e-01 1.5079703550e+00
1.5742895541e-01 1.1164206027e-01
1.5858696327e-01 -1.6432539915e+00
1.5974612972e-01 -2.6591056211e+00
1.6090645592e-01 -2.6648187008e+00
1.6206794302e-01 -2.3080844589e+00
1.6323059219e-01 -1.7276664720e+00
1.6439440459e-01 -1.5707643442e+00
1.6555938139e-01 -1.6616357578e+00
1.6672552374e-01 -2.1232989087e+00
1.6789283283e-01 -2.4350154744e+00
1.6906130980e-01 -2.4712396214e+00
1.7023095583e-01 -2.5530717989e+00
1.7140177210e-01 -2.6786471845e+00
1.7257375977e-01 -3.3371462933e+00
1.7374692001e-01 -3.6755286448e+00
1.7492125400e-01 -3.5134809973e+00
1.7609676291e-01 -3.0801232939e+00
1.7727344792e-01 -2.4807936965e+00
1.7845131020e-01 -2.1338806121e+00
1.7963035093e-01 -2.2923267064e+00
1.8081057129e-01 -2.3206686611e+00
1.8199197247e-01 -2.3680768631e+00
1.8317455563e-01 -2.3889151019e+00
1.8435832197e-01 -2.5015872084e+00
1.8554327267e-01 -2.7065979711e+00
1.8672940891e-01 -2.7500482457e+00
1.8791673189e-01 -2.4873036095e+00
1.8910524277e-01 -2.0440475219e+00
1.9029494277e-01 -1.7296181221e+00
1.9148583306e-01 -1.7598216522e+00
1.9267791483e-01 -1.8504641713e+00
1.9387118928e-01 -2.0881134853e+00
1.9506565761e-01 -2.0730610413e+00
1.9626132100e-01 -1.9016323922e+00
1.9745818065e-01 -1.8012565192e+00
1.9865623776e-01 -1.4801906731e+00
1.9985549352e-01 -1.4736949526e+00
2.0105594914e-01 -1.3686083888e+00
2.0225760582e-01 -1.5175373745e+00
2.0346046476e-01 -1.4840466782e+00
2.0466452715e-01 -1.3531600377e+00
2.0586979421e-01 -1.3325690769e+00
2.0707626714e-01 -1.0337530747e+00
2.0828394715e-01 -1.0681770612e+00
2.0949283544e-01 -9.1607582245e-01
2.1070293322e-01 -9.1416603877e-01
2.1191424171e-01 -9.2839579754e-01
2.1312676211e-01 -7.5254274940e-01
2.1434049564e-01 -9.1384808311e-01
2.1555544351e-01 -7.1505201052e-01
2.1677160693e-01 -6.3550989354e-01
2.1798898713e-01 -3.7492615459e-01
2.1920758531e-01 -1.6209243041e-01
2.2042740270e-01 -4.2144234852e-01
2.2164844052e-01 -4.5503253545e-01
